DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2010-01-04,02,KROT11,10,KROTON,UNT     N2,0,R$,18.05,18.39,17.95,18.05,18.39,18.16,18.39,167,90500,1634128.0,0.0,0,9999-12-31,1,0.0,BRKROTCDAM11,102
2010-01-04,02,TRNA11,10,TERNA PART,UNT     N2,0,R$,37.46,37.48,37.4,37.46,37.47,37.36,37.47,184,44500,1667127.0,0.0,0,9999-12-31,1,0.0,BRTRNACDAM14,106
2010-01-04,02,SANB11,10,SANTANDER BR,UNT EDJ N2,0,R$,23.7,24.05,23.69,23.92,23.75,23.75,23.8,1853,1518200,36326095.0,0.0,0,9999-12-31,1,0.0,BRSANBCDAM13,102
2010-01-04,02,STBP11,10,SANTOS BRP,UNT     N2,0,R$,17.5,17.6,17.49,17.5,17.5,17.1,17.49,34,29800,521559.0,0.0,0,9999-12-31,1,0.0,BRSTBPCDAM10,102
2010-01-04,02,SULA11,10,SUL AMERICA,UNT     N2,0,R$,51.5,52.99,51.5,52.1,51.99,51.82,51.99,160,91000,4741300.0,0.0,0,9999-12-31,1,0.0,BRSULACDAM12,102
2010-01-04,02,AEDU11,10,ANHANGUERA,UNT     N2,0,R$,24.87,25.45,24.87,25.24,25.1,25.08,25.1,1359,452800,11432550.0,0.0,0,9999-12-31,1,0.0,BRAEDUCDAM18,102
2010-01-04,02,ALLL11,10,ALL AMER LAT,UNT     N2,0,R$,16.54,17.05,16.33,16.79,17.05,16.96,17.05,4491,2341500,39318963.0,0.0,0,9999-12-31,1,0.0,BRALLLCDAM10,109
2010-01-05,02,KROT11,10,KROTON,UNT     N2,0,R$,18.39,18.71,18.02,18.51,18.7,18.2,18.7,92,32100,594403.0,0.0,0,9999-12-31,1,0.0,BRKROTCDAM11,102
2010-01-05,02,TRNA11,10,TERNA PART,UNT     N2,0,R$,37.4,37.48,37.4,37.4,37.48,37.4,37.48,14,114600,4286527.0,0.0,0,9999-12-31,1,0.0,BRTRNACDAM14,106
2010-01-05,02,SANB11,10,SANTANDER BR,UNT EDJ N2,0,R$,23.74,23.99,23.44,23.73,23.98,23.87,23.98,1857,1287400,30559647.0,0.0,0,9999-12-31,1,0.0,BRSANBCDAM13,102
2010-01-05,02,SEBB11,10,SEB,UNT     N2,0,R$,22.85,22.85,22.85,22.85,22.85,22.55,22.85,1,1600,36560.0,0.0,0,9999-12-31,1,0.0,BRSEBBCDAM13,102
2010-01-05,02,SULA11,10,SUL AMERICA,UNT     N2,0,R$,51.99,52.01,51.02,51.27,51.24,51.01,51.24,553,118900,6096741.0,0.0,0,9999-12-31,1,0.0,BRSULACDAM12,102
2010-01-05,02,STBP11,10,SANTOS BRP,UNT     N2,0,R$,17.5,18.17,17.5,17.55,17.5,17.5,18.0,32,138800,2436808.0,0.0,0,9999-12-31,1,0.0,BRSTBPCDAM10,102
2010-01-05,02,AEDU11,10,ANHANGUERA,UNT     N2,0,R$,25.1,25.44,24.29,24.9,24.78,24.3,24.78,475,350200,8722931.0,0.0,0,9999-12-31,1,0.0,BRAEDUCDAM18,102
