DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2009-01-02,02,TRNA11,10,TERNA PART,UNT     N2,0,R$,22.0,22.4,22.0,22.07,22.0,22.0,22.4,6,7600,167760.0,0.0,0,9999-12-31,1,0.0,BRTRNACDAM14,104
2009-01-02,02,UBBR11,10,UNIBANCO,UNT EDJ N1,0,R$,15.09,16.25,14.63,15.81,16.2,16.16,16.2,2400,2389700,37818039.0,0.0,0,9999-12-31,1,0.0,BRUBBRCDAM14,136
2009-01-02,02,SULA11,10,SUL AMERICA,UNT     N2,0,R$,16.06,16.2,16.01,16.09,16.01,16.01,16.2,76,820200,13204124.0,0.0,0,9999-12-31,1,0.0,BRSULACDAM12,101
2009-01-02,02,STBP11,10,SANTOS BRP,UNT ED  N2,0,R$,6.4,6.67,6.4,6.52,6.5,6.5,6.7,14,158900,1036851.0,0.0,0,9999-12-31,1,0.0,BRSTBPCDAM10,102
2009-01-02,02,SEBB11,10,SEB,UNT     N2,0,R$,9.69,9.69,9.5,9.59,9.5,9.1,9.5,2,200,1919.0,0.0,0,9999-12-31,1,0.0,BRSEBBCDAM13,101
2009-01-02,02,KROT11,10,KROTON,UNT     N2,0,R$,12.45,12.65,12.45,12.45,12.45,12.45,12.7,14,63000,784610.0,0.0,0,9999-12-31,1,0.0,BRKROTCDAM11,100
2009-01-02,02,AEDU11,10,ANHANGUERA,UNT     N2,0,R$,12.11,12.51,12.0,12.38,12.49,12.12,12.5,10,211500,2619199.0,0.0,0,9999-12-31,1,0.0,BRAEDUCDAM18,102
2009-01-02,02,ALLL11,10,ALL AMER LAT,UNT     N2,0,R$,9.99,10.17,9.76,10.01,10.17,10.17,10.18,1822,1919700,19234648.0,0.0,0,9999-12-31,1,0.0,BRALLLCDAM10,107
2009-01-05,02,KROT11,10,KROTON,UNT     N2,0,R$,12.55,12.55,12.3,12.41,12.3,12.3,12.45,21,24300,301730.0,0.0,0,9999-12-31,1,0.0,BRKROTCDAM11,100
2009-01-05,02,TRNA11,10,TERNA PART,UNT     N2,0,R$,21.64,21.65,21.0,21.59,21.65,21.6,21.65,23,17100,369356.0,0.0,0,9999-12-31,1,0.0,BRTRNACDAM14,104
