DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2007-01-02,02,BEES11,10,BANESTES,ON  P06,0,R$,0.69,0.72,0.68,0.7,0.71,0.68,0.71,17,108000,76270.0,0.0,0,9999-12-31,1,0.0,BRBEESA02OR8,103
2007-01-03,02,BRGE11,10,ALFA CONSORC,PNE,0,R$,3.0,3.0,3.0,3.0,3.0,2.91,0.0,1,100,300.0,0.0,0,9999-12-31,1,0.0,BRBRGEACNPE1,77
2007-01-03,02,BEES11,10,BANESTES,ON  P06,0,R$,0.71,0.72,0.68,0.69,0.69,0.5,0.69,16,87000,60240.0,0.0,0,9999-12-31,1,0.0,BRBEESA02OR8,103
2007-01-04,02,BEES11,10,BANESTES,ON  P06,0,R$,0.71,0.71,0.69,0.69,0.69,0.68,0.69,4,19000,13130.0,0.0,0,9999-12-31,1,0.0,BRBEESA02OR8,103
2007-01-05,02,PTBL11,10,PORTOBELLO,PN  P,0,R$,1.8,1.8,1.8,1.8,1.8,1.8,0.0,1,600,1080.0,0.0,0,9999-12-31,1,0.0,BRPTBLA02PR4,100
2007-01-05,02,BRGE11,10,ALFA CONSORC,PNE,0,R$,3.0,3.0,3.0,3.0,3.0,2.91,0.0,1,100,300.0,0.0,0,9999-12-31,1,0.0,BRBRGEACNPE1,77
2007-01-05,02,BEES11,10,BANESTES,ON  P06,0,R$,0.69,0.73,0.67,0.67,0.67,0.62,0.68,8,30000,20330.0,0.0,0,9999-12-31,1,0.0,BRBEESA02OR8,103
2007-01-08,02,BEES11,10,BANESTES,ON  P06,0,R$,0.69,0.69,0.66,0.66,0.68,0.66,0.68,12,56000,37270.0,0.0,0,9999-12-31,1,0.0,BRBEESA02OR8,103
2007-01-09,02,PTBL11,10,PORTOBELLO,PN  P,0,R$,1.87,1.87,1.87,1.87,1.87,1.72,1.87,1,200,374.0,0.0,0,9999-12-31,1,0.0,BRPTBLA02PR4,100
2007-01-09,02,BRGE11,10,ALFA CONSORC,PNE,0,R$,3.0,3.0,3.0,3.0,3.0,2.91,0.0,1,100,300.0,0.0,0,9999-12-31,1,0.0,BRBRGEACNPE1,77
