DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2008-01-02,02,KROT11,10,KROTON,UNT     N2,0,R$,28.0,28.75,28.0,28.74,28.75,28.75,29.0,10,250700,7206400.0,0.0,0,9999-12-31,1,0.0,BRKROTCDAM11,100
2008-01-02,02,TRNA11,10,TERNA PART,UNT     N2,0,R$,31.0,31.0,28.54,30.61,28.54,28.02,31.0,5,1900,58162.0,0.0,0,9999-12-31,1,0.0,BRTRNACDAM14,102
2008-01-02,02,UBBR11,10,UNIBANCO,UNT EJ  N1,0,R$,24.5,24.7,22.97,23.86,23.1,23.1,23.2,2979,7068400,168693742.0,0.0,0,9999-12-31,1,0.0,BRUBBRCDAM14,130
2008-01-02,02,SEBB11,10,SEB,UNT     N2,0,R$,24.76,25.0,23.5,24.28,24.4,23.01,24.4,17,3900,94713.0,0.0,0,9999-12-31,1,0.0,BRSEBBCDAM13,100
2008-01-02,02,SULA11,10,SUL AMERICA,UNT     N2,0,R$,30.0,30.1,29.6,29.9,29.6,29.6,29.84,63,108600,3248202.0,0.0,0,9999-12-31,1,0.0,BRSULACDAM12,100
2008-01-02,02,STBP11,10,SANTOS BRP,UNT EJ  N2,0,R$,25.21,26.2,25.21,25.99,26.2,26.2,27.0,32,501600,13038357.0,0.0,0,9999-12-31,1,0.0,BRSTBPCDAM10,101
2008-01-02,02,AEDU11,10,ANHANGUERA,UNT     N2,0,R$,37.5,37.61,36.75,37.16,37.0,36.75,37.0,71,217400,8079269.0,0.0,0,9999-12-31,1,0.0,BRAEDUCDAM18,100
2008-01-02,02,ALLL11,10,ALL AMER LAT,UNT     N2,0,R$,22.89,23.7,22.7,23.21,23.29,23.17,23.29,1538,2251000,52250830.0,0.0,0,9999-12-31,1,0.0,BRALLLCDAM10,106
2008-01-02,02,ESTC11,10,ESTACIO PART,UNT     N2,0,R$,14.9,15.0,14.79,14.96,14.79,13.51,14.8,28,65300,977153.0,0.0,0,9999-12-31,1,0.0,BRESTCCDAM12,100
2008-01-02,02,EQTL11,10,EQUATORIAL,UNT EJ  N2,0,R$,18.51,18.89,17.99,18.24,18.0,17.85,18.0,55,138100,2519961.0,0.0,0,9999-12-31,1,0.0,BREQTLCDAM13,102
