DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2006-01-03,02,BAHI11,10,BAHEMA,PRB,0,R$,53.0,53.0,53.0,53.0,53.0,30.0,53.0,1,900,47700.0,0.0,0,9999-12-31,1,0.0,BRBAHIARNPB0,104
2006-01-04,02,BAHI11,10,BAHEMA,PRB,0,R$,52.5,52.5,52.5,52.5,52.5,35.0,53.0,1,1100,57750.0,0.0,0,9999-12-31,1,0.0,BRBAHIARNPB0,104
2006-01-06,02,BAHI11,10,BAHEMA,PRB,0,R$,52.5,52.5,52.5,52.5,52.5,30.0,52.5,1,1200,63000.0,0.0,0,9999-12-31,1,0.0,BRBAHIARNPB0,104
2006-01-10,02,TMGC11,10,TELEMIG CL,PNE,0,R$,350.0,355.01,350.0,352.5,355.01,355.0,365.0,2,50,17625.25,0.0,0,9999-12-31,1,0.0,BRTMGCACNPE8,111
2006-01-10,02,BAHI11,10,BAHEMA,PRB,0,R$,49.99,50.0,49.99,49.99,50.0,35.0,49.49,2,900,44992.0,0.0,0,9999-12-31,1,0.0,BRBAHIARNPB0,104
2006-01-11,02,TMAC11B,10,AMAZONIA CEL,PNE*    MB,0,R$,6.21,6.21,6.21,6.21,6.21,6.21,0.0,6,7340000,45581.4,0.0,0,9999-12-31,1000,0.0,BRTMACACNPE1,101
2006-01-13,02,BAHI11,10,BAHEMA,PRB,0,R$,53.0,53.0,53.0,53.0,53.0,35.0,49.5,1,100,5300.0,0.0,0,9999-12-31,1,0.0,BRBAHIARNPB0,104
2006-01-16,02,TMGC11,10,TELEMIG CL,PNE,0,R$,365.0,365.0,365.0,365.0,365.0,336.0,390.0,1,3,1095.0,0.0,0,9999-12-31,1,0.0,BRTMGCACNPE8,111
2006-01-16,02,BRGE11,10,ALFA CONSORC,PNE,0,R$,2.57,2.57,2.57,2.57,2.57,2.57,0.0,1,100,257.0,0.0,0,9999-12-31,1,0.0,BRBRGEACNPE1,75
2006-01-24,02,BAHI11,10,BAHEMA,PRB,0,R$,46.01,48.5,46.01,48.35,48.5,30.0,48.5,3,1700,82201.0,0.0,0,9999-12-31,1,0.0,BRBAHIARNPB0,104
2006-01-26,02,TMGC11,10,TELEMIG CL,PNE,0,R$,354.0,354.0,354.0,354.0,354.0,336.0,354.0,5,31,10974.0,0.0,0,9999-12-31,1,0.0,BRTMGCACNPE8,111
2006-01-27,02,TMGC11,10,TELEMIG CL,PNE,0,R$,354.0,354.0,354.0,354.0,354.0,337.0,354.0,3,19,6726.0,0.0,0,9999-12-31,1,0.0,BRTMGCACNPE8,111
2006-01-27,02,BRGE11,10,ALFA CONSORC,PNE,0,R$,2.57,2.57,2.57,2.57,2.57,2.57,0.0,1,100,257.0,0.0,0,9999-12-31,1,0.0,BRBRGEACNPE1,75
2006-01-27,02,BAHI11,10,BAHEMA,PRB,0,R$,48.5,48.5,48.5,48.5,48.5,44.2,53.0,1,100,4850.0,0.0,0,9999-12-31,1,0.0,BRBAHIARNPB0,104
