DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2005-01-03,02,PALF11,10,PAUL F LUZ,PRC*EJ,0,R$,100.02,105.0,100.02,104.44,105.0,95.02,105.0,7,270000,28200.6,0.0,0,9999-12-31,1000,0.0,BRPALFARNPC6,108
2005-01-03,02,FAMB11B,10,FII ALMIRANT,CI  ER,0,R$,1002.4,1002.4,1002.4,1002.4,999.67,0.0,0.0,5,366,366878.4,0.0,0,9999-12-31,1,0.0,BRFAMBCTF018,122
2005-01-04,02,FAMB11B,10,FII ALMIRANT,CI  ER,0,R$,1002.8,1002.8,1002.8,1002.8,1002.4,0.0,0.0,6,191,191534.8,0.0,0,9999-12-31,1,0.0,BRFAMBCTF018,122
2005-01-05,02,FAMB11B,10,FII ALMIRANT,CI  ER,0,R$,1003.0,1003.0,1003.0,1003.0,1002.8,0.0,0.0,4,35,35105.0,0.0,0,9999-12-31,1,0.0,BRFAMBCTF018,122
2005-01-06,02,PALF11,10,PAUL F LUZ,PRC*EJ,0,R$,105.0,105.0,105.0,105.0,105.0,90.0,105.0,2,30000,3150.0,0.0,0,9999-12-31,1000,0.0,BRPALFARNPC6,108
2005-01-06,02,TMGC11,10,TELEMIG CL,PNE,0,R$,370.0,370.0,370.0,370.0,370.0,370.0,0.0,2,2,740.0,0.0,0,9999-12-31,1,0.0,BRTMGCACNPE8,110
2005-01-06,02,BAHI11,10,BAHEMA,PRB,0,R$,13.01,13.01,13.01,13.01,13.01,13.1,14.0,1,2000,26020.0,0.0,0,9999-12-31,1,0.0,BRBAHIARNPB0,103
2005-01-06,02,FAMB11B,10,FII ALMIRANT,CI  ER,0,R$,1004.0,1004.0,1004.0,1004.0,1003.0,0.0,0.0,3,100,100400.0,0.0,0,9999-12-31,1,0.0,BRFAMBCTF018,122
2005-01-07,02,PALF11,10,PAUL F LUZ,PRC*EJ,0,R$,105.0,110.0,105.0,108.75,110.0,105.0,120.0,8,280000,30450.0,0.0,0,9999-12-31,1000,0.0,BRPALFARNPC6,108
2005-01-07,02,FAMB11B,10,FII ALMIRANT,CI  ER,0,R$,1004.0,1004.0,1004.0,1004.0,1004.0,0.0,0.0,2,48,48192.0,0.0,0,9999-12-31,1,0.0,BRFAMBCTF018,122
2005-01-10,02,SHPH11B,10,FII HIGIENOP,CI,0,R$,165.0,165.0,165.0,165.0,165.0,0.0,0.0,1,100,16500.0,0.0,0,9999-12-31,1,0.0,BRSHPHCTF008,116
2005-01-10,02,BRGE11,10,ALFA CONSORC,PNE,0,R$,2.43,2.43,2.43,2.43,2.43,2.4,0.0,3,800,1944.0,0.0,0,9999-12-31,1,0.0,BRBRGEACNPE1,73
2005-01-10,02,FAMB11B,10,FII ALMIRANT,CI  ER,0,R$,1005.2,1005.2,1005.2,1005.2,1004.0,0.0,0.0,3,36,36187.2,0.0,0,9999-12-31,1,0.0,BRFAMBCTF018,122
2005-01-11,02,PALF11,10,PAUL F LUZ,PRC*EJ,0,R$,108.0,108.0,108.0,108.0,108.0,100.0,120.0,1,30000,3240.0,0.0,0,9999-12-31,1000,0.0,BRPALFARNPC6,108
