2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
ITEC3,LAME3,LATS4,MAPT3,MSPA3,PCAR3,ODPV3,MAPT4,MPXE3,NAFG4,MRVE3,MULT3,PETR3,PSSA3,QUAL3,RADL3,ROMI3,RPAD3,RPAD5,RSID3,RRRP3,PFRM3,PNVL3,RAPT4,ROMI3,SBFG3,TUPY3
ITEC5,LAME4,LECO4,MAPT4,MSPA4,PCAR4,OHLB3,MARI3,MRFG3,NATU3,MSPA3,MWET3,PETR4,PTBL3,RADL3,RANI3,RPAD3,RPAD5,RPAD6,RSUL4,RSID3,PGMN3,POMO3,RCSL3,RPAD3,SBSP3,UCAS3
ITPS4,LATS3,LETO3,MERC3,MTBR3,PEAB3,OSAO4,MDIA3,MRSL3,NETC3,MSPA4,MWET4,PFRM3,PTNT3,RANI3,RANI4,RPAD5,RPAD6,RSID3,SANB3,RSUL4,PINE4,POMO4,RCSL4,RPAD5,SCAR3,UGPA3
ITSA3,LATS4,LETO4,MERC4,MTBR4,PEAB4,PALF3,MEDI3,MRSL4,NETC4,MTIG3,MYPK3,PINE4,PTNT4,RANI4,RAPT3,RPAD6,RSID3,RSUL4,SANB4,SANB3,PLAS3,PORT3,RDNI3,RPAD6,SEER3,UNIP3
ITSA4,LCSA4,LETO5,MGEL4,MTIG3,PEFX3,PALF7,MEND5,MRVE3,NORD3,MTIG4,NAFG4,PLAS3,PTPA4,RAPT3,RAPT4,RSID3,RSUL4,SANB3,SAPR3,SANB4,PLPL3,POSI3,RDOR3,RRRP3,SEQL3,UNIP5
IVCT4,LECO4,LEVE4,MLCF4,MTIG4,PEFX5,PATI3,MEND6,MSPA3,ODPV3,MTSA3,NATU3,PMAM3,QGEP3,RAPT4,RCSL3,RUMO3,RUMO3,SANB4,SAPR4,SAPR3,PMAM3,POWE3,RECV3,RSUL4,SHOW3,UNIP6
IVEN4,LEVE4,LFFE3,MLFT3,MTSA4,PETR3,PATI4,MERC4,MSPA4,OGXP3,MTSA4,NETC3,PMET6,QUAL3,RCSL3,RCSL4,SANB3,SANB3,SAPR3,SBSP3,SAPR4,PNVL3,PRIO3,REDE3,SANB3,SHUL4,USIM3
IVIL3,LFFE4,LFFE4,MLFT4,MWET3,PETR4,PCAR3,MGEL4,MTIG3,OHLB3,MULT3,NETC4,PNVL3,RADL3,RCSL4,RDNI3,SANB4,SANB4,SAPR4,SCAR3,SBSP3,PNVL4,PRNR3,RENT3,SANB4,SIMH3,USIM5
IVIL4,LIAS4,LIAS4,MLPA4,MWET4,PITI4,PCAR4,MLFT3,MTIG4,PATI3,MWET3,NORD3,PNVL4,RANI3,RDNI3,RDTR3,SAPR3,SAPR3,SBSP3,SEDU3,SCAR3,POMO3,PSSA3,ROMI3,SAPR3,SLCE3,VALE3
JBDU3,LIGH3,LIGH3,MMAQ4,MYPK3,PLDN4,PEAB3,MLFT4,MTSA4,PATI4,MWET4,ODPV3,POMO3,RANI4,RDTR3,RENT3,SAPR4,SAPR4,SCAR3,SEER3,SEER3,POMO4,PTBL3,RPAD3,SAPR4,SMFT3,VAMO3
JBDU4,LIPR3,LIPR3,MNPR3,MYPK4,PLIM4,PEAB4,MLPA4,MULT3,PCAR3,MYPK3,OGXP3,POMO4,RAPT3,RENT3,RJCP3,SBSP3,SBSP3,SEDU3,SGPS3,SEQL3,PORT3,PTNT3,RPAD5,SBFG3,SMTO3,VBBR3
JFAB4,LITS3,LIXC3,MNPR4,NAFG4,PLTO5,PEFX3,MMXM3,MWET3,PCAR4,NAFG4,OHLB3,POSI3,RAPT4,RHDS3,RLOG3,SCAR3,SCAR3,SEER3,SHOW3,SGPS3,POSI3,PTNT4,RPAD6,SBSP3,SNSY3,VITT3
JFEN3,LITS4,LIXC4,MNSA3,NATU3,PLTO6,PEFX5,MNDL3,MWET4,PCAR5,NATU3,OSXB3,PRBC4,RCSL3,RJCP3,RNAR3,SEDU3,SEDU3,SGPS3,SHUL4,SHOW3,POWE3,QUAL3,RRRP3,SCAR3,SNSY5,VIVA3
JOIN4,LIXC3,LREN3,MNSA4,NORD3,PMAM3,PETR3,MNDL4,MYPK3,PDGR3,NEMO4,PATI3,PRTX3,RCSL4,RLOG3,RNEW3,SEER3,SEER3,SHOW3,SLCE3,SHUL4,PRIO3,RADL3,RSUL4,SEER3,SOJA3,VIVR3
KLAB3,LIXC4,LUXM4,MOAR3,OSAO4,PMAM4,PETR4,MNPR3,MYPK4,PEAB3,NETC3,PATI4,PRVI3,RDNI3,RNAR3,ROMI3,SFSA4,SGAS3,SHUL4,SMLS3,SIMH3,PRNR3,RAIL3,SANB3,SEQL3,SOND3,VIVT3
KLAB4,LREN4,MAGS3,MRSL3,PALF3,PNOR5,PFRM3,MNPR4,NAFG4,PEAB4,NETC4,PCAR4,PSSA3,RDTR3,ROMI3,RPAD3,SGAS3,SGAS4,SLCE3,SMTO3,SLCE3,PSSA3,RAIZ4,SANB4,SGPS3,SOND5,VLID3
LAEL3,LUXM4,MAGS5,MRSL4,PALF5,PNOR6,PLAS4,MOAR3,NATU3,PETR3,NORD3,PCAR5,PTBL3,RENT3,RPAD3,RPAD5,SGAS4,SGPS3,SLED3,SNSL3,SMLS3,PTBL3,RANI3,SAPR3,SHOW3,SOND6,VSTE3
LAEL4,MAGS3,MAHS3,MSAN3,PATI3,PNVL3,PLDN4,MPXE3,NETC3,PETR4,ODPV3,PDGR3,PTNT3,RHDS3,RPAD5,RPAD6,SGPS3,SHOW3,SLED4,SOND3,SMTO3,PTNT3,RAPT3,SAPR4,SHUL4,SRNA3,VTRU3
LAME3,MAGS5,MAHS4,MSAN4,PATI4,PNVL4,PLTO5,MRFG3,NETC4,PFRM3,OGXP3,PEAB3,PTNT4,RJCP3,RPAD6,RSID3,SHOW3,SHUL4,SMLS3,SOND5,SNSY3,PTNT4,RAPT4,SBFG3,SIMH3,STBP3,VULC3
LAME4,MAGS7,MAPT3,MSPA3,PCAR4,POMO3,PLTO6,MRSL3,NORD3,PINE4,OHLB3,PEAB4,PTPA4,RNAR3,RSID3,RSUL4,SHUL3,SLCE3,SMTO3,SOND6,SNSY5,QUAL3,RCSL3,SBSP3,SLCE3,SUZB3,VVEO3
LARK4,MAHS3,MAPT4,MSPA4,PEAB3,POMO4,PMAM3,MRSL4,ODPV3,PLAS3,OSXB3,PETR3,QGEP3,RNEW3,RSUL4,RUMO3,SHUL4,SLED3,SNSL3,SPRI3,SOMA3,RADL3,RCSL4,SCAR3,SMFT3,SYNE3,WDCN3
LATS3,MAHS4,MERC3,MTBR3,PEAB4,POPR4,PMAM4,MRVE3,OGXP3,PMAM3,PATI3,PETR4,QUAL3,ROMI3,SANB3,SANB3,SLCE3,SLED4,SOND5,SPRI5,SOND5,RAIL3,RDNI3,SEER3,SMTO3,TAEE3,WEGE3
LATS4,MAKR3,MERC4,MTBR4,PEFX3,PORP4,PNOR5,MSPA3,OHLB3,PMAM4,PATI4,PFRM3,RADL3,RPAD3,SANB4,SANB4,SLED3,SMLE3,SOND6,SPRI6,SOND6,RAIZ4,RDOR3,SEQL3,SNSY3,TAEE4,WEST3
LECO4,MAPT4,MGEL4,MTSA4,PEFX5,PQUN3,PNOR6,MSPA4,PATI3,PMET6,PCAR3,PINE4,RANI3,RPAD5,SAPR3,SAPR3,SLED4,SMLS3,SPRI3,SQIA3,SPRI3,RANI3,RECV3,SGPS3,SNSY5,TASA3,WHRL3
LEVE3,MEHH4,MLCF4,MWET3,PETR3,PQUN4,PNVL3,MTIG3,PATI4,PNOR5,PCAR5,PLAS3,RANI4,RPAD6,SAPR4,SAPR4,SMLE3,SMTO3,SPRI5,SSBR3,SPRI5,RAPT3,REDE3,SHOW3,SOJA3,TASA4,WHRL4
LEVE4,MERC3,MLFT4,MWET4,PETR4,PRGA3,PNVL4,MTIG4,PCAR3,PNOR6,PDGR3,PMAM3,RAPT3,RSID3,SBSP3,SBSP3,SMTO3,SNSL3,SPRI6,STBP3,SPRI6,RAPT4,RENT3,SHUL4,SOMA3,TCSA3,WIZC3
LFFE4,MERC4,MNPR4,MYPK3,PITI4,PRGA4,POMO3,MTSA4,PCAR4,PNVL3,PEAB3,PMET5,RAPT4,RSIP3,SCAR3,SCAR3,SNSL3,SOND3,SSBR3,SULA3,SQIA3,RCSL3,ROMI3,SIMH3,SOND3,TECN3,WLMM3
LIAS4,MGEL4,MNSA3,MYPK4,PLDN4,PSSA3,POMO4,MULT3,PDGR3,PNVL4,PEAB4,PMET6,RCSL3,RSIP4,SEER3,SEDU3,SOND5,SOND5,STBP3,SULA4,STBP3,RCSL4,RPAD3,SLCE3,SOND5,TELB3,WLMM4
LIGH3,MLCF3,MNSA4,NORD3,PLIM4,PTBL3,POSI3,MWET3,PEAB3,POMO3,PETR3,PNOR5,RCSL4,RSUL4,SFSA4,SEER3,SOND6,SOND6,SULA3,SUZB3,SULA3,RDNI3,RPAD5,SMFT3,SOND6,TELB4,YDUQ3
LIPR3,MLCF4,MOAR3,OSAO4,PLTO5,PTBL4,PQUN3,MWET4,PEAB4,POMO4,PETR4,PNOR6,RDCD3,SANB3,SGAS3,SFSA4,SPRI3,SPRI3,SULA4,TAEE3,SULA4,RDOR3,RPAD6,SMTO3,SRNA3,TEND3,
LITS3,MLFT4,MRSL4,PALF3,PLTO6,PTIP3,PQUN4,MYPK3,PEFX3,POSI3,PFRM3,PNVL3,RDNI3,SANB4,SGAS4,SGAS3,SPRI5,SPRI5,SUZB3,TAEE4,SUZB3,RECV3,RRRP3,SNSY3,STBP3,TFCO4,
LITS4,MLPA4,MSAN3,PALF5,PMAM3,PTIP4,PRGA3,MYPK4,PEFX5,PRBC4,PINE4,PNVL4,RDTR3,SAPR3,SGPS3,SGAS4,SPRI6,SSBR3,TAEE3,TASA3,TAEE3,REDE3,RSID3,SNSY5,SUZB3,TGMA3,
LIXC3,MMAQ4,MSAN4,PATI3,PMAM4,PTNT3,PRGA4,NATU3,PETR3,PRGA3,PLAS3,POMO3,REDE3,SAPR4,SHOW3,SGPS3,SSBR3,STBP3,TAEE4,TASA4,TAEE4,RENT3,RSUL4,SOJA3,SYNE3,TIMS3,
LIXC4,MNPR4,MSTR5,PATI4,PNOR5,PTNT4,PSSA3,NETC3,PETR4,PRVI3,PMAM3,POMO4,REDE4,SBSP3,SHUL4,SHOW3,STBP3,SULA3,TCSA3,TCSA3,TASA3,RLOG3,SANB3,SOMA3,TAEE3,TKNO3,
LREN4,MNSA3,MTBR3,PCAR4,PNOR6,PTPA4,PTBL3,NETC4,PFRM3,PSSA3,PMAM4,POSI3,REEM4,SCAR3,SLCE3,SHUL3,SUZB5,SULA4,TECN3,TECN3,TASA4,ROMI3,SANB4,SOND5,TAEE4,TKNO4,
LUXM4,MNSA4,MTBR4,PEAB3,PNVL3,PTQS4,PTBL4,ODPV3,PINE4,PTBL3,PMET5,PRBC4,RENT3,SEER3,SLED3,SHUL4,SWET3,SUZB3,TELB3,TELB3,TCSA3,RPAD3,SAPR3,SOND6,TASA3,TOKY3,
MAGS3,MOAR3,MTSA4,PEAB4,PNVL4,RANI3,PTIP3,OHLB3,PLAS3,PTNT3,PMET6,PRTX3,RHDS3,SFSA4,SLED4,SLCE3,TBLE3,SUZB5,TELB4,TELB4,TECN3,RPAD5,SAPR4,SQIA3,TASA4,TOTS3,
MAGS5,MRSL4,MWET3,PEFX3,POMO3,RANI4,PTIP4,PATI3,PMAM3,PTNT4,PNOR5,PRVI3,RJCP3,SGAS3,SMLE3,SLED3,TCSA3,TAEE3,TEND3,TEND3,TELB3,RPAD6,SBFG3,SRNA3,TCSA3,TPIS3,
MAGS7,MSAN3,MWET4,PEFX5,POMO4,RAPT3,PTNT4,PATI4,PMAM4,PTPA3,PNOR6,PSSA3,RNAR3,SGAS4,SMTO3,SLED4,TECN3,TAEE4,TESA3,TESA3,TELB4,RRRP3,SBSP3,STBP3,TECN3,TRAD3,
MAHS3,MSAN4,MYPK3,PETR3,POPR4,RAPT4,PTPA4,PCAR3,PMET6,PTPA4,PNVL3,PTBL3,ROMI3,SGEN4,SNSL3,SMLE3,TELB3,TCSA3,TGMA3,TGMA3,TEND3,RSID3,SCAR3,SUZB3,TELB3,TRIS3,
MAHS4,MSPA3,MYPK4,PETR4,PORP4,RCSL3,PTQS4,PCAR4,PNOR5,RANI3,PNVL4,PTNT3,RPAD3,SGPS3,SOND3,SMTO3,TELB4,TECN3,TIET3,TIET3,TESA3,RSUL4,SEER3,SYNE3,TELB4,TTEN3,
MAKR3,MSTR5,NAFG4,PITI4,PQUN3,RCSL4,RANI3,PDGR3,PNOR6,RANI4,POMO3,PTNT4,RPAD5,SHOW3,SOND5,SNSL3,TEMP3,TELB3,TIET4,TIET4,TFCO4,SANB3,SEQL3,TAEE3,TEND3,TUPY3,
MANM3,MSTR6,NORD3,PIUM4,PQUN4,REEM4,RANI4,PEAB3,PNVL3,RAPT3,POMO4,PTPA4,RPAD6,SHUL4,SOND6,SOND5,TENE5,TELB4,TIMP3,TIMP3,TGMA3,SANB4,SGPS3,TAEE4,TFCO4,UCAS3,
MANM4,MTBR3,OSAO4,PLDN4,PRGA3,RENT3,RAPT3,PEAB4,PNVL4,RAPT4,POSI3,QGEP3,RPMG3,SLCE3,SPRI3,SOND6,TENE7,TEND3,TKNO4,TKNO4,TIET3,SAPR3,SHOW3,TASA3,TGMA3,UGPA3,
MAPT3,MTBR4,OXIT3,PLIM4,PRGA4,RGEG3,RAPT4,PEFX3,POMO3,RCSL3,PRBC4,QUAL3,RPMG4,SLED3,SPRI5,SPRI3,TERI3,TESA3,TOTS3,TOTS3,TIET4,SAPR4,SHUL3,TASA4,TIMS3,UNIP3,
MAPT4,MTIG3,OXIT4,PLTO5,PSSA3,RHDS3,RCSL3,PEFX5,POMO4,RCSL4,PRTX3,RADL3,RSID3,SLED4,SPRI6,SPRI5,TESA3,TGMA3,TOYB3,TOYB3,TIMP3,SBFG3,SHUL4,TCSA3,TKNO3,UNIP5,
MERC3,MTIG4,PALF3,PLTO6,PTBL3,RIPI3,RCSL4,PETR3,POSI3,RDCD3,PRVI3,RAIA3,RSIP3,SMLE3,SSBR3,SPRI6,TGMA3,TIET3,TOYB4,TOYB4,TIMS3,SBSP3,SIMH3,TECN3,TKNO4,UNIP6,
MERC4,MTSA4,PALF5,PMAM3,PTBL4,RIPI4,REDE3,PETR4,PQUN3,RDNI3,PSSA3,RANI3,RSIP4,SMTO3,SULT3,SSBR3,TIET3,TIET4,TRIS3,TRIS3,TKNO4,SCAR3,SLCE3,TELB3,TOTS3,USIM3,
MFLU3,MWET3,PATI3,PMAM4,PTIP3,RNAR3,REDE4,PFRM3,PQUN4,REDE3,PTBL3,RANI4,RSUL4,SOND5,SULT4,SULT3,TIET4,TIMP3,TRPL3,TRPL3,TOTS3,SEER3,SMFT3,TELB4,TPIS3,USIM5,
MGEL4,MWET4,PATI4,PNOR5,PTIP4,RNPT3,REEM4,PINE4,PRBC4,REDE4,PTNT3,RAPT3,SANB3,SOND6,SUZB5,SULT4,TIMP3,TKNO4,TRPL4,TRPL4,TPIS3,SEQL3,SMTO3,TEND3,TRAD3,USIM6,
MLCF3,MYPK3,PCAR3,PNOR6,PTNT4,RNPT4,RENT3,PLAS3,PRGA3,REEM4,PTNT4,RAPT4,SANB4,SPRI3,SUZB6,SUZB5,TKNO4,TOTS3,TRPN3,TRPN3,TRIS3,SGPS3,SNSY3,TFCO4,TRIS3,VALE3,
MLCF4,MYPK4,PCAR4,PNVL3,PTPA4,ROMI3,RGEG3,PLAS4,PRVI3,RENT3,PTPA4,RCSL3,SAPR4,SPRI5,TBLE3,SUZB6,TOTS3,TOYB3,TUPY3,TUPY3,TRPL3,SHOW3,SNSY5,TGMA3,TRPL3,VAMO3,
MLFT3,NAFG4,PEAB4,PNVL4,PTQS4,ROMI4,RHDS3,PLTO5,PSSA3,RHDS3,RAIA3,RCSL4,SBSP3,SPRI6,TCSA3,SWET3,TOYB3,TOYB4,TXRX3,TXRX4,TRPL4,SHUL3,SOJA3,TIMS3,TRPL4,VBBR3,
MLFT4,NEMO4,PEFX3,POMO3,PVLT3,RPAD3,RIPI3,PLTO6,PTBL3,RNAR3,RANI3,RDCD3,SCAR3,SSBR3,TECN3,TBLE3,TOYB4,TPIS3,TXRX4,UCAS3,TUPY3,SHUL4,SOMA3,TKNO4,TTEN3,VITT3,
MLPA4,NORD3,PEFX5,POMO4,RANI3,RPAD5,RIPI4,PMAM3,PTBL4,RNPT3,RANI4,RDNI3,SFSA4,SULT3,TELB3,TCSA3,TPIS3,TRIS3,UCAS3,UGPA3,UCAS3,SIMH3,SOND3,TOTS3,TUPY3,VIVA3,
MNPR4,OSAO4,PETR3,POPR4,RANI4,RPAD6,RNAR3,PMAM4,PTIP3,RNPT4,RAPT3,RDTR3,SGAS3,SULT4,TELB4,TECN3,TRIS3,TRPL3,UGPA3,UNIP3,UGPA3,SLCE3,SOND5,TPIS3,UCAS3,VIVR3,
MNSA3,OXIT3,PETR4,PORP4,RAPT3,RPMG3,RNPT3,PNOR5,PTIP4,ROMI3,RAPT4,REDE3,SGAS4,SUZB5,TEMP3,TELB3,TRPL3,TRPL4,UNIP3,UNIP5,UNIP3,SMFT3,SOND6,TRAD3,UGPA3,VIVT3,
MNSA4,OXIT4,PITI4,PQUN3,RAPT4,RPMG4,RNPT4,PNOR6,PTNT3,RPAD3,RCSL3,REDE4,SGEN4,SUZB6,TENE5,TELB4,TRPL4,TRPN3,UNIP5,UNIP6,UNIP5,SMLS3,SQIA3,TRIS3,UNIP3,VLID3,
MOAR3,PALF3,PIUM3,PQUN4,RCSL4,RPSA4,ROMI3,PNVL3,PTNT4,RPAD5,RCSL4,REEM4,SGPS3,TBLE3,TENE7,TEMP3,TRPN3,TUPY3,UNIP6,USIM3,UNIP6,SMTO3,STBP3,TRPL3,UNIP5,VSTE3,
MROE4,PALF5,PIUM4,PRGA3,REEM4,RSID3,ROMI4,PNVL4,PTPA3,RPAD6,RDCD3,RENT3,SHOW3,TCSA3,TERI3,TENE5,TUPY3,TXRX3,USIM3,USIM5,USIM3,SNSY3,SULA3,TRPL4,UNIP6,VTRU3,
MRSL4,PATI3,PLDN4,PRGA4,REPA4,RSIP3,RPAD3,POMO3,PTPA4,RSID3,RDNI3,RHDS3,SHUL4,TECN3,TGMA3,TENE7,TXRX3,TXRX4,USIM5,USIM6,USIM5,SNSY5,SULA4,TTEN3,USIM3,VULC3,
MSAN3,PATI4,PLIM4,PTBL3,RGEG3,RSIP4,RPAD5,POMO4,RANI3,RSIP3,RDTR3,RJCP3,SLCE3,TELB3,TIBR5,TERI3,TXRX4,UCAS3,USIM6,VALE3,USIM6,SOJA3,SUZB3,TUPY3,USIM5,VVEO3,
MSAN4,PCAR3,PLTO6,PTBL4,RHDS3,RSUL4,RPAD6,POSI3,RANI4,RSIP4,REDE3,RNAR3,SLED3,TELB4,TIBR6,TGMA3,UCAS3,UGPA3,VALE3,VIVA3,VALE3,SOMA3,SYNE3,UCAS3,USIM6,WDCN3,
MSTR5,PCAR4,PMAM3,PTIP3,RIPI3,SALM3,RPMG3,PQUN3,RAPT3,RSUL4,REDE4,ROMI3,SLED4,TEMP3,TIMP3,TIBR5,UGPA3,UNIP3,VIVT3,VIVT3,VIVA3,SOND3,TAEE3,UGPA3,VALE3,WEGE3,
MTBR3,PEAB3,PMAM4,PTIP4,RIPI4,SALM4,RPMG4,PQUN4,RAPT4,SANB3,REEM4,RPAD3,SMTO3,TENE5,TKNO4,TIBR6,UNIP3,UNIP5,VIVT4,VIVT4,VIVT3,SOND5,TAEE4,UNIP3,VAMO3,WEST3,
MTBR4,PEAB4,PNOR5,PTNT4,RNPT4,SAPR4,RPSA4,PRBC4,RCSL3,SANB4,RENT3,RPAD5,SOND3,TENE7,TOTS3,TIMP3,UNIP5,UNIP6,VLID3,VLID3,VIVT4,SOND6,TASA3,UNIP5,VBBR3,WHRL3,
MTPS3,PEFX3,PNOR6,PTPA4,ROMI3,SASG3,RSID3,PRGA3,RCSL4,SAPR4,RHDS3,RPAD6,SOND5,TERI3,TOYB3,TKNO4,UNIP6,USIM3,VULC3,VULC3,VLID3,SQIA3,TASA4,UNIP6,VITT3,WHRL4,
MTPS4,PEFX5,PNVL3,PTQS3,ROMI4,SBSP3,RSIP3,PRVI3,RDCD3,SATI3,RNAR3,RPMG3,SOND6,TGMA3,TOYB4,TOTS3,USIM3,USIM5,VVAR3,VVAR3,VULC3,STBP3,TCSA3,USIM3,VIVA3,WIZC3,
MTSA4,PETR3,PNVL4,PTQS4,RPAD3,SCAR3,RSIP4,PSSA3,RDNI3,SBSP3,ROMI3,RPMG4,SPRI3,TIBR5,TPIS3,TOYB3,USIM5,USIM6,VVAR4,WEGE3,VVAR3,SULA3,TECN3,USIM5,VIVR3,WLMM3,
MWET3,PETR4,POMO3,PVFS3,RPAD5,SCAR4,RSUL4,PTBL3,REDE3,SCAR3,RPAD3,RSID3,SPRI5,TIBR6,TRIS3,TOYB4,USIM6,VALE3,WEGE3,WHRL3,WEGE3,SULA4,TELB3,USIM6,VIVT3,WLMM4,
MWET4,PITI4,POMO4,PVFS4,RPAD6,SCLO3,SAPR4,PTBL4,REDE4,SCLO4,RPAD5,RSIP3,SPRI6,TIMP3,TRPL3,TPIS3,VAGR3,VALE5,WHRL3,WHRL4,WHRL3,SUZB3,TELB4,VALE3,VLID3,YDUQ3,
MYPK3,PLDN4,POPR4,PVLT3,RPMG3,SCLO4,SASG3,PTIP3,REEM4,SDIA3,RPAD6,RSIP4,SSBR3,TKNO4,TRPL4,TRIS3,VALE3,VIVT3,WHRL4,WIZS3,WHRL4,SYNE3,TEND3,VAMO3,VSTE3,ZAMP3,
MYPK4,PLIM4,PORP4,PVPR3,RPMG4,SDIA3,SBSP3,PTIP4,RENT3,SDIA4,RSID3,RSUL4,SULT3,TNCP3,TRPN3,TRPL3,VALE5,VIVT4,WIZS3,WLMM3,WIZS3,TAEE3,TFCO4,VBBR3,VTRU3,,
NAFG3,PLTO5,PPAR3,PVPR4,RPSA4,SDIA4,SCAR3,PTNT3,RGEG3,SFSA4,RSIP3,SANB3,SULT4,TOTS3,TUPY3,TRPL4,VIGR3,VLID3,WLMM3,WLMM4,WLMM3,TAEE4,TGMA3,VIIA3,VULC3,,
NAFG4,PLTO6,PQUN3,RANI3,RSID3,SEMP3,SCAR4,PTNT4,RHDS3,SGAS3,RSIP4,SANB4,SUZB5,TOYB3,UCAS3,TRPN3,VIVR3,VULC3,WLMM4,YDUQ3,WLMM4,TASA3,TIMS3,VITT3,VVEO3,,
NEMO4,PMAM3,PQUN4,RANI4,RSIP3,SGAS3,SCLO4,PTPA3,RIPI3,SGAS4,RSUL4,SAPR4,SUZB6,TOYB4,UGPA3,TUPY3,VIVT3,VVAR3,,,YDUQ3,TASA4,TKNO4,VIVA3,WEGE3,,
NORD3,PMAM4,PRBN4,RAPT3,RSIP4,SGAS4,SDIA3,PTPA4,RIPI4,SGEN4,SANB3,SBSP3,TAMM3,TPIS3,UNIP3,TXRX3,VIVT4,VVAR4,,,,TCSA3,TOTS3,VIVR3,WEST3,,
NOVA4,PNOR5,PRGA3,RAPT4,RSUL4,SGEN3,SDIA4,RANI3,RNAR3,SGPS3,SANB4,SCAR3,TAMM4,TRIS3,UNIP5,TXRX4,VLID3,WEGE3,,,,TECN3,TPIS3,VIVT3,WHRL3,,
ODBE3,PNOR6,PRGA4,RCSL3,SALM3,SGEN4,SEMP3,RANI4,RNPT3,SHUL4,SAPR4,SCLO3,TBLE3,TRPL3,UNIP6,UCAS3,VSPT3,WHRL3,,,,TELB3,TRAD3,VLID3,WHRL4,,
ODBE4,PNVL3,PTBL3,RCSL4,SALM4,SHUL4,SGAS3,RAPT3,RNPT4,SJOS3,SBSP3,SCLO4,TCNO3,TRPL4,USIM3,UGPA3,VTLM3,WHRL4,,,,TELB4,TRIS3,VSTE3,WIZC3,,
ORIO4,PNVL4,PTBL4,REEM4,SAPR4,SJOS4,SGAS4,RAPT4,ROMI3,SJOS4,SCAR3,SFSA4,TCNO4,TRPN3,USIM5,UNIP3,VULC3,WIZS3,,,,TEND3,TRPL3,VULC3,WLMM3,,
OSAO4,POLA3,PTIP3,REPA3,SASG3,SLCP3,SGEN3,RDCD3,RPAD3,SLCE3,SCLO3,SGAS3,TCSA3,TUPY3,USIM6,UNIP5,VVAR3,WLMM3,,,,TESA3,TRPL4,VVEO3,WLMM4,,
OXIT3,POLA4,PTIP4,REPA4,SBSP3,SLED3,SGEN4,RDNI3,RPAD5,SLED3,SCLO4,SGAS4,TECN3,TUPY4,VAGR3,UNIP6,VVAR4,WLMM4,,,,TFCO4,TTEN3,WEGE3,YDUQ3,,
OXIT4,POMO3,PTNT4,RGEG3,SCAR3,SLED4,SHUL4,REDE3,RPAD6,SLED4,SFSA4,SGEN3,TEKA3,UCAS3,VALE3,USIM3,WEGE3,,,,,TGMA3,TUPY3,WEST3,ZAMP3,,
PALF3,POMO4,PTPA4,RHDS3,SCAR4,SNSY3,SJOS4,REDE4,RPMG3,SMTO3,SGAS3,SGEN4,TEKA4,UGPA3,VALE5,USIM5,WHRL3,,,,,TIET3,UCAS3,WHRL3,,,
PALF5,POPR4,PTQS3,RHDS4,SCLO3,SNSY5,SLED3,REEM4,RPMG4,SOND3,SGAS4,SGPS3,TELB3,UNIP3,VIGR3,USIM6,WHRL4,,,,,TIET4,UGPA3,WHRL4,,,
PALF7,PORP4,PTQS4,RIPI3,SCLO4,SOND3,SLED4,RENT3,RSID3,SOND5,SGEN3,SHOW3,TELB4,UNIP5,VIVR3,VAGR3,,,,,,TIMS3,UNIP3,WIZC3,,,
PATI4,PQUN3,PVFS3,RIPI4,SDIA3,SOND5,SOND5,RGEG3,RSIP3,SOND6,SGEN4,SHUL4,TEMP3,UNIP6,VIVT3,VALE3,,,,,,TKNO4,UNIP5,WIZS3,,,
PCAR3,PQUN4,PVFS4,RNPT3,SDIA4,SOND6,SOND6,RHDS3,RSIP4,SPRI3,SGPS3,SLCE3,TENE5,USIM3,VIVT4,VALE5,,,,,,TOTS3,UNIP6,WLMM3,,,
PCAR4,PRBN3,PVLT3,RNPT4,SEMP3,SPRI3,SPRI3,RHDS4,RSUL4,SPRI5,SHUL4,SLED3,TENE7,USIM5,VLID3,VIGR3,,,,,,TPIS3,USIM3,WLMM4,,,
PEFX3,PRBN4,PVPR3,ROMI3,SGAS3,SPRI5,SPRI5,RIPI3,SANB3,SPRI6,SJOS3,SLED4,TERI3,USIM6,VULC3,VIVR3,,,,,,TRAD3,USIM5,YBRA4,,,
PEFX5,PRGA3,PVPR4,ROMI4,SGAS4,SPRI6,SPRI6,RIPI4,SANB4,STLB3,SJOS4,SMTO3,TGMA3,VAGR3,VVAR3,VIVT3,,,,,,TRIS3,USIM6,YDUQ3,,,
PETR3,PRGA4,RANI3,RPAD3,SGEN3,SUBA3,SUBA3,RNAR3,SAPR4,SULT3,SLCE3,SOND3,TIBR5,VALE3,WEGE3,VIVT4,,,,,,TRPL3,VALE3,ZAMP3,,,
PETR4,PTBL3,RANI4,RPAD5,SGEN4,SULT3,SULT3,RNPT3,SASG3,SULT4,SLED3,SOND5,TIBR6,VALE5,WHRL3,VLID3,,,,,,TRPL4,VAMO3,,,,
PIJU3,PTBL4,RAPT3,RPAD6,SHUL4,SULT4,SULT4,RNPT4,SATI3,SUZB5,SLED4,SOND6,TIMP3,VIGR3,WHRL4,VULC3,,,,,,TTEN3,VBBR3,,,,
