DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,TOTNEG,QUATOT,VOLTOT,FATCOT,CODISI
2006-01-02,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,950.0,950.0,950.0,950.0,950.0,4,46,43700.0,1,BRALMICTF003
2006-01-02,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1000.0,1000.0,1000.0,1000.0,1000.0,3,95,95000.0,1,BRBBFICTF006
2006-01-02,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1250.0,1250.0,1250.0,1250.0,1250.0,5,55,68750.0,1,BRFAMBCTF018
2006-01-03,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,950.01,950.01,950.01,950.01,950.01,6,57,54150.57,1,BRALMICTF003
2006-01-03,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1000.0,1000.0,1000.0,1000.0,1000.0,2,10,10000.0,1,BRBBFICTF006
2006-01-03,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1230.0,1230.0,1230.0,1230.0,1230.0,3,25,30750.0,1,BRFAMBCTF018
2006-01-04,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,950.01,950.01,950.01,950.01,950.01,6,62,58900.62,1,BRALMICTF003
2006-01-04,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,991.0,991.0,991.0,991.0,991.0,5,137,135767.0,1,BRBBFICTF006
2006-01-04,12,FFCI11,10,FII F CENTER,CI,R$,0.69,0.72,0.69,0.69,0.72,4,50500,34860.0,1,BRFFCICTF005
2006-01-05,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,924.0,924.0,924.0,924.0,924.0,1,10,9240.0,1,BRALMICTF003
2006-01-05,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1000.0,1000.0,1000.0,1000.0,1000.0,5,61,61000.0,1,BRBBFICTF006
2006-01-05,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1240.0,1240.0,1240.0,1240.0,1240.0,4,604,748960.0,1,BRFAMBCTF018
2006-01-06,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,949.99,949.99,949.99,949.99,949.99,3,35,33249.65,1,BRALMICTF003
2006-01-06,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1000.0,1000.0,1000.0,1000.0,1000.0,9,1315,1315000.0,1,BRBBFICTF006
