DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,TOTNEG,QUATOT,VOLTOT,FATCOT,CODISI
2004-01-12,12,EURO11,10,FDO EUROPAR,CI  ER,R$,95.0,95.0,95.0,95.0,95.0,2,53,5035.0,1,BREUROCTF011
2004-01-16,12,EURO11,10,FDO EUROPAR,CI,R$,94.0,95.0,94.0,94.03,95.0,4,310,29150.0,1,BREUROCTF011
2004-01-16,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.85,0.95,0.85,0.85,0.95,2,5100,4345.0,1,BRFFCICTF005
2004-01-19,12,EURO11,10,FDO EUROPAR,CI,R$,95.0,95.0,95.0,95.0,95.0,1,396,37620.0,1,BREUROCTF011
2004-01-19,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.8,0.8,0.8,0.8,0.8,3,5100,4080.0,1,BRFFCICTF005
2004-01-20,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.75,0.75,0.75,0.75,0.75,3,5100,3825.0,1,BRFFCICTF005
2004-01-22,12,FFCI11,10,FDO F CENTER,CI,R$,0.83,0.83,0.83,0.83,0.83,1,3,2.49,1,BRFFCICTF005
2004-01-26,12,EURO11,10,FDO EUROPAR,CI,R$,95.0,95.0,95.0,95.0,95.0,1,156,14820.0,1,BREUROCTF011
2004-01-29,12,EURO11,10,FDO EUROPAR,CI,R$,95.0,95.0,95.0,95.0,95.0,1,50,4750.0,1,BREUROCTF011
2004-01-30,12,FFCI11,10,FDO F CENTER,CI,R$,0.8,0.8,0.8,0.8,0.8,1,10000,8000.0,1,BRFFCICTF005
2004-02-12,12,EURO11,10,FDO EUROPAR,CI,R$,95.0,95.0,95.0,95.0,95.0,1,80,7600.0,1,BREUROCTF011
2004-02-13,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.7,0.75,0.7,0.7,0.75,2,1100,775.0,1,BRFFCICTF005
2004-02-17,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.75,0.75,0.75,0.75,0.75,1,8900,6675.0,1,BRFFCICTF005
2004-02-19,12,EURO11,10,FDO EUROPAR,CI,R$,98.5,98.5,98.5,98.5,98.5,1,300,29550.0,1,BREUROCTF011
2004-03-05,12,PABY11,10,FDO PANAMBY,CI  ERA,R$,156.6,156.69,156.6,156.68,156.69,3,121739,19075229.91,1,BRPABYCTF012
2004-03-08,12,FFCI11,10,FDO F CENTER,CI,R$,0.72,0.72,0.72,0.72,0.72,2,1000,720.0,1,BRFFCICTF005
2004-03-10,12,EURO11,10,FDO EUROPAR,CI  ER,R$,98.5,98.5,98.5,98.5,98.5,1,620,61070.0,1,BREUROCTF011
2004-03-12,12,EURO11,10,FDO EUROPAR,CI  ER,R$,98.5,98.5,98.5,98.5,98.5,1,300,29550.0,1,BREUROCTF011
2004-03-16,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.71,0.71,0.71,0.71,0.71,2,1100,781.0,1,BRFFCICTF005
2004-03-17,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.7,0.7,0.7,0.7,0.7,3,11100,7770.0,1,BRFFCICTF005
2004-03-18,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.7,0.7,0.7,0.7,0.7,1,2000,1400.0,1,BRFFCICTF005
2004-03-22,12,FFCI11,10,FDO F CENTER,CI,R$,0.7,0.7,0.7,0.7,0.7,1,1100,770.0,1,BRFFCICTF005
2004-03-23,12,FFCI11,10,FDO F CENTER,CI,R$,0.68,0.68,0.68,0.68,0.68,3,34700,23596.0,1,BRFFCICTF005
2004-03-26,12,EURO11,10,FDO EUROPAR,CI,R$,98.5,98.5,98.5,98.5,98.5,1,200,19700.0,1,BREUROCTF011
2004-03-29,12,FFCI11,10,FDO F CENTER,CI,R$,0.7,0.7,0.7,0.7,0.7,1,1900,1330.0,1,BRFFCICTF005
2004-03-30,12,FFCI11,10,FDO F CENTER,CI,R$,0.68,0.68,0.68,0.68,0.68,2,10000,6800.0,1,BRFFCICTF005
2004-04-05,12,FFCI11,10,FDO F CENTER,CI,R$,0.7,0.7,0.7,0.7,0.7,1,9700,6790.0,1,BRFFCICTF005
2004-04-08,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.7,0.7,0.7,0.7,0.7,1,4900,3430.0,1,BRFFCICTF005
2004-04-12,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.7,0.7,0.7,0.7,0.7,2,10000,7000.0,1,BRFFCICTF005
2004-04-13,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.72,0.72,0.72,0.72,0.72,1,1000,720.0,1,BRFFCICTF005
2004-04-16,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.7,0.7,0.7,0.7,0.7,1,12000,8400.0,1,BRFFCICTF005
2004-04-20,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.7,0.72,0.7,0.7,0.72,3,20200,14144.0,1,BRFFCICTF005
2004-04-22,12,FFCI11,10,FDO F CENTER,CI  ER,R$,0.7,0.7,0.7,0.7,0.7,2,11100,7770.0,1,BRFFCICTF005
