DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,TOTNEG,QUATOT,VOLTOT,FATCOT,CODISI
2010-01-04,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,182.65,182.65,182.65,182.65,182.65,1,40,7306.0,1,BRNSLUCTF008
2010-01-04,12,PQDP11,10,FII D PEDRO,CI  ER,R$,1139.0,1172.0,1136.0,1139.66,1172.0,3,18,20514.0,1,BRPQDPCTF004
2010-01-04,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1750.0,1750.0,1750.0,1750.0,1750.0,4,46,80500.0,1,BRALMICTF003
2010-01-04,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,2151.03,2151.03,2151.03,2151.03,2151.03,4,22,47322.66,1,BRBBFICTF006
2010-01-04,12,HGBS11,10,FII CSHGSHOP,CI  ER,R$,1445.0,1445.0,1445.0,1445.0,1445.0,1,3,4335.0,1,BRHGBSCTF000
2010-01-04,12,FLMA11,10,FII S F LIMA,CI,R$,1.14,1.16,1.1,1.1,1.16,7,19525,21545.62,1,BRFLMACTF009
2010-01-04,12,EURO11,10,FII EUROPAR,CI  ER,R$,176.0,176.0,171.52,173.65,171.52,4,420,72934.0,1,BREUROCTF011
2010-01-04,12,FFCI11,10,FII RIOB RC,CI,R$,1.39,1.39,1.35,1.35,1.39,4,11001,14891.39,1,BRFFCICTF005
2010-01-05,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,182.0,182.0,182.0,182.0,182.0,7,513,93366.0,1,BRNSLUCTF008
2010-01-05,12,PQDP11,10,FII D PEDRO,CI  ER,R$,1160.0,1160.0,1160.0,1160.0,1160.0,1,12,13920.0,1,BRPQDPCTF004
2010-01-05,12,SHPH11,10,FII HIGIENOP,CI,R$,343.0,343.0,335.0,338.78,335.0,2,19,6437.0,1,BRSHPHCTF008
2010-01-05,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1751.0,1751.0,1751.0,1751.0,1751.0,6,23,40273.0,1,BRALMICTF003
2010-01-05,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,2151.0,2151.0,2151.0,2151.0,2151.0,1,1,2151.0,1,BRBBFICTF006
2010-01-05,12,HTMX11B,10,FII HOTEL MX,CI  ER  MB,R$,138.0,138.0,138.0,138.0,138.0,1,400,55200.0,1,BRHTMXCTF000
2010-01-05,12,FFCI11,10,FII RIOB RC,CI,R$,1.39,1.39,1.3,1.31,1.3,8,13020,17154.28,1,BRFFCICTF005
2010-01-05,12,FPAB11,10,FII A BRANCA,CI  ER,R$,231.01,234.0,231.0,231.14,234.0,6,525,121351.0,1,BRFPABCTF011
2010-01-05,12,FMOF11,10,FII MEMORIAL,CI  ER,R$,129.0,129.0,129.0,129.0,129.0,1,100,12900.0,1,BRFMOFCTF010
2010-01-05,12,FLRP11B,10,FII FLORIPA,CI  ER  MB,R$,1050.0,1050.0,1050.0,1050.0,1050.0,4,73,76650.0,1,BRFLRPCTF006
2010-01-05,12,FLMA11,10,FII S F LIMA,CI,R$,1.14,1.14,1.14,1.14,1.14,5,10192,11618.88,1,BRFLMACTF009
2010-01-05,12,EURO11,10,FII EUROPAR,CI  ER,R$,177.8,177.8,171.5,172.19,172.0,12,632,108826.9,1,BREUROCTF011
2010-01-06,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,185.0,185.0,185.0,185.0,185.0,2,5,925.0,1,BRNSLUCTF008
2010-01-06,12,PABY11,10,FII PANAMBY,CI,R$,200.0,200.0,200.0,200.0,200.0,1,20,4000.0,1,BRPABYCTF012
2010-01-06,12,PQDP11,10,FII D PEDRO,CI  ER,R$,1150.0,1150.0,1130.01,1139.2,1130.01,11,62,70630.44,1,BRPQDPCTF004
2010-01-06,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,2180.0,2180.0,2180.0,2180.0,2180.0,1,5,10900.0,1,BRBBFICTF006
2010-01-06,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1752.01,1752.01,1752.01,1752.01,1752.01,1,1,1752.01,1,BRALMICTF003
2010-01-06,12,HGRE11,10,FII HG REAL,CI  ER,R$,1170.0,1170.0,1170.0,1170.0,1170.0,2,15,17550.0,1,BRHGRECTF006
2010-01-06,12,HGBS11,10,FII CSHGSHOP,CI  ER,R$,1419.0,1419.0,1419.0,1419.0,1419.0,2,6,8514.0,1,BRHGBSCTF000
2010-01-06,12,FPAB11,10,FII A BRANCA,CI  ER,R$,234.0,234.0,232.02,232.09,232.02,2,520,120690.0,1,BRFPABCTF011
2010-01-06,12,FLRP11B,10,FII FLORIPA,CI  ER  MB,R$,1045.0,1045.0,1045.0,1045.0,1045.0,2,90,94050.0,1,BRFLRPCTF006
2010-01-06,12,EURO11,10,FII EUROPAR,CI  ER,R$,175.0,175.96,175.0,175.43,175.96,4,248,43508.9,1,BREUROCTF011
2010-01-06,12,FFCI11,10,FII RIOB RC,CI,R$,1.3,1.38,1.3,1.33,1.38,14,28599,38154.97,1,BRFFCICTF005
2010-01-06,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,2370.0,2370.0,2370.0,2370.0,2370.0,1,5,11850.0,1,BRFAMBCTF018
2010-01-07,12,PABY11,10,FII PANAMBY,CI,R$,234.99,234.99,232.0,233.49,232.0,2,2,466.99,1,BRPABYCTF012
2010-01-07,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,185.0,185.0,185.0,185.0,185.0,1,47,8695.0,1,BRNSLUCTF008
2010-01-07,12,WPLZ11B,10,FII W PLAZA,CI      MB,R$,102.89,102.89,102.89,102.89,102.89,2,10,1028.9,1,BRWPLZCTF004
2010-01-07,12,PQDP11,10,FII D PEDRO,CI  ER,R$,1135.01,1141.0,1131.0,1133.34,1141.0,6,55,62334.04,1,BRPQDPCTF004
2010-01-07,12,SHPH11,10,FII HIGIENOP,CI,R$,335.0,335.0,330.0,332.27,330.0,3,22,7310.0,1,BRSHPHCTF008
2010-01-07,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1752.01,1752.01,1752.01,1752.01,1752.01,4,9,15768.09,1,BRALMICTF003
2010-01-07,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,2163.01,2163.01,2163.01,2163.01,2163.01,1,3,6489.03,1,BRBBFICTF006
2010-01-07,12,HGRE11,10,FII HG REAL,CI  ER,R$,1150.0,1150.0,1150.0,1150.0,1150.0,2,35,40250.0,1,BRHGRECTF006
2010-01-07,12,EDFO11B,10,FII OURINVES,CI  ER  MB,R$,190.0,190.0,190.0,190.0,190.0,4,1271,241490.0,1,BREDFOCTF004
2010-01-07,12,FLRP11B,10,FII FLORIPA,CI  ER  MB,R$,1050.0,1050.0,1050.0,1050.0,1050.0,3,61,64050.0,1,BRFLRPCTF006
2010-01-07,12,FLMA11,10,FII S F LIMA,CI,R$,1.14,1.17,1.14,1.16,1.17,2,488,567.72,1,BRFLMACTF009
2010-01-07,12,FPAB11,10,FII A BRANCA,CI  ER,R$,234.0,235.0,234.0,234.05,235.0,3,596,139494.0,1,BRFPABCTF011
2010-01-07,12,FMOF11,10,FII MEMORIAL,CI  ER,R$,128.5,128.5,128.5,128.5,128.5,1,9,1156.5,1,BRFMOFCTF010
2010-01-07,12,FFCI11,10,FII RIOB RC,CI  ER,R$,1.4,1.4,1.3,1.32,1.39,4,11800,15670.07,1,BRFFCICTF005
2010-01-07,12,EURO11,10,FII EUROPAR,CI  ER,R$,175.8,175.8,175.8,175.8,175.8,4,47,8262.6,1,BREUROCTF011
2010-01-08,12,PABY11,10,FII PANAMBY,CI,R$,235.0,235.0,235.0,235.0,235.0,2,15,3525.0,1,BRPABYCTF012
2010-01-08,12,WPLZ11B,10,FII W PLAZA,CI      MB,R$,102.9,102.9,102.9,102.9,102.9,1,10,1029.0,1,BRWPLZCTF004
2010-01-08,12,PQDP11,10,FII D PEDRO,CI  ER,R$,1160.0,1160.0,1140.0,1141.69,1140.01,6,74,84485.43,1,BRPQDPCTF004
2010-01-08,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1752.01,1752.01,1752.01,1752.01,1752.01,1,2,3504.02,1,BRALMICTF003
2010-01-08,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,2199.0,2199.0,2199.0,2199.0,2199.0,4,12,26388.0,1,BRBBFICTF006
2010-01-08,12,HGRE11,10,FII HG REAL,CI  ER,R$,1150.0,1150.0,1150.0,1150.0,1150.0,1,30,34500.0,1,BRHGRECTF006
2010-01-08,12,HTMX11B,10,FII HOTEL MX,CI  ER  MB,R$,138.0,138.0,138.0,138.0,138.0,1,200,27600.0,1,BRHTMXCTF000
2010-01-08,12,FLMA11,10,FII S F LIMA,CI,R$,1.17,1.17,1.15,1.15,1.17,3,10300,11851.0,1,BRFLMACTF009
2010-01-08,12,FLRP11B,10,FII FLORIPA,CI  ER  MB,R$,1050.0,1050.0,1050.0,1050.0,1050.0,3,27,28350.0,1,BRFLRPCTF006
2010-01-08,12,FPAB11,10,FII A BRANCA,CI  ER,R$,235.0,235.0,234.0,234.11,235.0,3,396,92710.0,1,BRFPABCTF011
2010-01-08,12,FMOF11,10,FII MEMORIAL,CI  ER,R$,129.0,129.0,129.0,129.0,129.0,1,79,10191.0,1,BRFMOFCTF010
2010-01-08,12,FFCI11,10,FII RIOB RC,CI  ER,R$,1.36,1.36,1.32,1.34,1.35,6,27200,36512.0,1,BRFFCICTF005
2010-01-08,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,2370.0,2370.0,2370.0,2370.0,2370.0,2,13,30810.0,1,BRFAMBCTF018
