DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,TOTNEG,QUATOT,VOLTOT,FATCOT,CODISI
2007-01-02,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,118.0,118.0,118.0,118.0,118.0,3,620,73160.0,1,BRNSLUCTF008
2007-01-02,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1100.0,1100.0,1100.0,1100.0,1100.0,7,105,115500.0,1,BRALMICTF003
2007-01-02,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1600.0,1600.0,1600.0,1600.0,1600.0,4,83,132800.0,1,BRFAMBCTF018
2007-01-03,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,118.0,118.0,118.0,118.0,118.0,4,693,81774.0,1,BRNSLUCTF008
2007-01-03,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1180.0,1180.0,1180.0,1180.0,1180.0,5,29,34220.0,1,BRALMICTF003
2007-01-03,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1393.38,1393.38,1393.38,1393.38,1393.38,4,300,418014.0,1,BRBBFICTF006
2007-01-03,12,EURO11,10,FII EUROPAR,CI  ER,R$,139.0,139.0,139.0,139.0,139.0,2,100,13900.0,1,BREUROCTF011
2007-01-03,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1600.0,1600.0,1600.0,1600.0,1600.0,3,7,11200.0,1,BRFAMBCTF018
2007-01-04,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,119.8,119.8,119.8,119.8,119.8,5,105,12579.0,1,BRNSLUCTF008
2007-01-04,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1102.01,1102.01,1102.01,1102.01,1102.01,7,61,67222.61,1,BRALMICTF003
2007-01-05,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1185.0,1185.0,1185.0,1185.0,1185.0,1,20,23700.0,1,BRALMICTF003
2007-01-05,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1400.0,1400.0,1400.0,1400.0,1400.0,2,140,196000.0,1,BRBBFICTF006
2007-01-05,12,EURO11,10,FII EUROPAR,CI  ER,R$,140.0,140.0,140.0,140.0,140.0,2,60,8400.0,1,BREUROCTF011
2007-01-05,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1580.01,1580.01,1580.01,1580.01,1580.01,1,1,1580.01,1,BRFAMBCTF018
2007-01-08,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,120.5,120.5,120.5,120.5,120.5,3,112,13496.0,1,BRNSLUCTF008
2007-01-08,12,ABCP11,10,FII ABC IMOB,CI  ER,R$,4.56,4.56,4.56,4.56,4.56,1,30,136.8,1,BRABCPCTF000
2007-01-08,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1185.5,1185.5,1185.5,1185.5,1185.5,8,151,179010.5,1,BRALMICTF003
2007-01-08,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1400.01,1400.01,1400.01,1400.01,1400.01,1,5,7000.05,1,BRBBFICTF006
2007-01-08,12,EURO11,10,FII EUROPAR,CI  ER,R$,130.0,140.0,130.0,137.5,140.0,3,4,550.0,1,BREUROCTF011
2007-01-08,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1600.01,1600.01,1600.01,1600.01,1600.01,3,66,105600.66,1,BRFAMBCTF018
2007-01-08,12,FLMA11,10,FII S F LIMA,CI,R$,0.51,0.51,0.51,0.51,0.51,3,35941,18329.91,1,BRFLMACTF009
2007-01-08,12,FFCI11,10,FII F CENTER,CI,R$,0.9,0.9,0.9,0.9,0.9,1,500,450.0,1,BRFFCICTF005
2007-01-09,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,120.1,120.1,120.1,120.1,120.1,5,358,42995.8,1,BRNSLUCTF008
2007-01-09,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1123.01,1123.01,1123.01,1123.01,1123.01,5,100,112301.0,1,BRALMICTF003
2007-01-09,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1400.01,1400.01,1400.01,1400.01,1400.01,4,135,189001.35,1,BRBBFICTF006
2007-01-09,12,FLMA11,10,FII S F LIMA,CI,R$,0.51,0.51,0.51,0.51,0.51,2,246,125.46,1,BRFLMACTF009
2007-01-09,12,EURO11,10,FII EUROPAR,CI  ER,R$,140.0,140.0,140.0,140.0,140.0,1,7,980.0,1,BREUROCTF011
2007-01-10,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,120.5,120.5,120.5,120.5,120.5,4,60,7230.0,1,BRNSLUCTF008
2007-01-10,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1190.0,1190.0,1190.0,1190.0,1190.0,6,58,69020.0,1,BRALMICTF003
2007-01-10,12,EURO11,10,FII EUROPAR,CI  ER,R$,140.0,140.0,140.0,140.0,140.0,4,39,5460.0,1,BREUROCTF011
2007-01-10,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1630.0,1630.0,1630.0,1630.0,1630.0,2,20,32600.0,1,BRFAMBCTF018
2007-01-11,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,120.3,120.3,120.3,120.3,120.3,3,470,56541.0,1,BRNSLUCTF008
2007-01-11,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1180.0,1180.0,1180.0,1180.0,1180.0,3,12,14160.0,1,BRALMICTF003
2007-01-11,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1410.0,1410.0,1410.0,1410.0,1410.0,3,41,57810.0,1,BRBBFICTF006
2007-01-11,12,EURO11,10,FII EUROPAR,CI  ER,R$,139.0,140.0,139.0,139.15,140.0,2,106,14750.0,1,BREUROCTF011
2007-01-12,12,NSLU11B,10,FII LOURDES,CI      MB,R$,119.0,119.0,119.0,119.0,119.0,2,100,11900.0,1,BRNSLUCTF008
2007-01-12,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1195.0,1195.0,1195.0,1195.0,1195.0,6,60,71700.0,1,BRALMICTF003
2007-01-12,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1410.0,1410.0,1410.0,1410.0,1410.0,2,24,33840.0,1,BRBBFICTF006
2007-01-12,12,EURO11,10,FII EUROPAR,CI,R$,135.0,135.0,134.0,134.98,134.0,2,301,40630.0,1,BREUROCTF011
2007-01-12,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1630.0,1630.0,1630.0,1630.0,1630.0,2,62,101060.0,1,BRFAMBCTF018
2007-01-15,12,NSLU11B,10,FII LOURDES,CI      MB,R$,119.5,119.5,119.5,119.5,119.5,3,154,18403.0,1,BRNSLUCTF008
2007-01-15,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1190.0,1190.0,1190.0,1190.0,1190.0,5,21,24990.0,1,BRALMICTF003
2007-01-15,12,EDFO11B,10,FII OURINVES,CI      MB,R$,122.0,122.0,122.0,122.0,122.0,2,27,3294.0,1,BREDFOCTF004
2007-01-15,12,FFCI11,10,FII F CENTER,CI  ER,R$,0.89,0.89,0.89,0.89,0.89,1,10000,8900.0,1,BRFFCICTF005
2007-01-15,12,EURO11,10,FII EUROPAR,CI,R$,140.0,140.0,140.0,140.0,140.0,2,20,2800.0,1,BREUROCTF011
2007-01-15,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1631.0,1631.0,1631.0,1631.0,1631.0,7,234,381654.0,1,BRFAMBCTF018
2007-01-16,12,NSLU11B,10,FII LOURDES,CI      MB,R$,118.99,118.99,118.99,118.99,118.99,1,500,59495.0,1,BRNSLUCTF008
2007-01-16,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1200.0,1200.0,1200.0,1200.0,1200.0,7,166,199200.0,1,BRALMICTF003
2007-01-16,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1411.0,1411.0,1411.0,1411.0,1411.0,4,139,196129.0,1,BRBBFICTF006
2007-01-16,12,EDFO11B,10,FII OURINVES,CI      MB,R$,122.0,122.0,122.0,122.0,122.0,1,75,9150.0,1,BREDFOCTF004
2007-01-16,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1631.0,1631.0,1631.0,1631.0,1631.0,3,115,187565.0,1,BRFAMBCTF018
2007-01-17,12,NSLU11B,10,FII LOURDES,CI      MB,R$,119.01,119.01,119.01,119.01,119.01,1,200,23802.0,1,BRNSLUCTF008
2007-01-17,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1200.0,1200.0,1200.0,1200.0,1200.0,7,57,68400.0,1,BRALMICTF003
2007-01-17,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1413.0,1413.0,1413.0,1413.0,1413.0,1,6,8478.0,1,BRBBFICTF006
2007-01-17,12,EURO11,10,FII EUROPAR,CI,R$,140.0,145.0,140.0,140.05,145.0,4,100,14005.0,1,BREUROCTF011
2007-01-17,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1631.0,1631.0,1631.0,1631.0,1631.0,3,19,30989.0,1,BRFAMBCTF018
2007-01-17,12,FLMA11,10,FII S F LIMA,CI  ER,R$,0.6,0.6,0.6,0.6,0.6,1,100,60.0,1,BRFLMACTF009
2007-01-18,12,NSLU11B,10,FII LOURDES,CI      MB,R$,119.0,119.0,119.0,119.0,119.0,1,2,238.0,1,BRNSLUCTF008
2007-01-18,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1200.0,1200.0,1200.0,1200.0,1200.0,3,43,51600.0,1,BRALMICTF003
2007-01-18,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1420.0,1420.0,1420.0,1420.0,1420.0,4,125,177500.0,1,BRBBFICTF006
2007-01-18,12,FLMA11,10,FII S F LIMA,CI  ER,R$,0.51,0.51,0.51,0.51,0.51,1,3965,2022.15,1,BRFLMACTF009
2007-01-18,12,EURO11,10,FII EUROPAR,CI,R$,145.0,145.0,145.0,145.0,145.0,1,99,14355.0,1,BREUROCTF011
2007-01-18,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1631.0,1631.0,1631.0,1631.0,1631.0,4,226,368606.0,1,BRFAMBCTF018
2007-01-18,12,EDFO11B,10,FII OURINVES,CI      MB,R$,122.0,122.0,122.0,122.0,122.0,2,191,23302.0,1,BREDFOCTF004
2007-01-19,12,NSLU11B,10,FII LOURDES,CI      MB,R$,118.3,118.3,118.3,118.3,118.3,4,502,59386.6,1,BRNSLUCTF008
2007-01-19,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1210.0,1210.0,1210.0,1210.0,1210.0,5,134,162140.0,1,BRALMICTF003
2007-01-19,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1415.0,1415.0,1415.0,1415.0,1415.0,1,3,4245.0,1,BRBBFICTF006
2007-01-19,12,FLMA11,10,FII S F LIMA,CI  ER,R$,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,BRFLMACTF009
2007-01-19,12,EDFO11B,10,FII OURINVES,CI      MB,R$,122.01,122.01,122.01,122.01,122.01,1,3,366.03,1,BREDFOCTF004
2007-01-19,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1650.0,1650.0,1650.0,1650.0,1650.0,1,20,33000.0,1,BRFAMBCTF018
2007-01-22,12,NSLU11B,10,FII LOURDES,CI      MB,R$,120.4,120.4,120.4,120.4,120.4,1,100,12040.0,1,BRNSLUCTF008
2007-01-22,12,SHPH11B,10,FII HIGIENOP,CI      MB,R$,270.0,270.0,270.0,270.0,270.0,1,6,1620.0,1,BRSHPHCTF008
2007-01-22,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1215.0,1215.0,1215.0,1215.0,1215.0,5,70,85050.0,1,BRALMICTF003
2007-01-22,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1422.01,1422.01,1422.01,1422.01,1422.01,1,15,21330.15,1,BRBBFICTF006
2007-01-22,12,FLMA11,10,FII S F LIMA,CI  ER,R$,0.49,0.49,0.49,0.49,0.49,2,17477,8563.73,1,BRFLMACTF009
2007-01-22,12,FMAL11B,10,FII F MALL,CI  ER  MB,R$,52.01,52.01,52.01,52.01,52.01,1,100,5201.0,1,BRFMALCTF009
2007-01-22,12,EURO11,10,FII EUROPAR,CI,R$,145.1,145.1,145.0,145.03,145.0,4,61,8847.0,1,BREUROCTF011
2007-01-22,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1632.0,1632.0,1632.0,1632.0,1632.0,1,4,6528.0,1,BRFAMBCTF018
2007-01-23,12,PABY11,10,FII PANAMBY,CI  ERA,R$,229.99,229.99,229.99,229.99,229.99,1,2,459.98,1,BRPABYCTF012
2007-01-23,12,SHPH11B,10,FII HIGIENOP,CI      MB,R$,300.0,300.0,300.0,300.0,300.0,2,6,1800.0,1,BRSHPHCTF008
2007-01-23,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1250.0,1250.0,1250.0,1250.0,1250.0,4,80,100000.0,1,BRALMICTF003
2007-01-23,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1426.01,1426.01,1426.01,1426.01,1426.01,1,9,12834.09,1,BRBBFICTF006
2007-01-23,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1660.0,1660.0,1660.0,1660.0,1660.0,1,8,13280.0,1,BRFAMBCTF018
2007-01-24,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1430.01,1430.01,1430.01,1430.01,1430.01,1,30,42900.3,1,BRBBFICTF006
2007-01-24,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1650.0,1650.0,1650.0,1650.0,1650.0,1,3,4950.0,1,BRFAMBCTF018
2007-01-24,12,FLMA11,10,FII S F LIMA,CI  ER,R$,0.5,0.5,0.5,0.5,0.5,1,10000,5000.0,1,BRFLMACTF009
2007-01-26,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1300.0,1300.0,1300.0,1300.0,1300.0,6,35,45500.0,1,BRALMICTF003
2007-01-26,12,FLMA11,10,FII S F LIMA,CI,R$,0.51,0.51,0.51,0.51,0.51,3,30704,15659.04,1,BRFLMACTF009
2007-01-26,12,FMAL11B,10,FII F MALL,CI      MB,R$,60.0,60.0,60.0,60.0,60.0,1,200,12000.0,1,BRFMALCTF009
2007-01-26,12,EURO11,10,FII EUROPAR,CI,R$,145.0,145.0,134.0,134.29,134.0,6,244,32767.0,1,BREUROCTF011
2007-01-26,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1680.0,1680.0,1680.0,1680.0,1680.0,2,13,21840.0,1,BRFAMBCTF018
2007-01-26,12,FFCI11,10,FII F CENTER,CI,R$,0.93,0.93,0.92,0.92,0.92,10,145600,134660.0,1,BRFFCICTF005
2007-01-29,12,NSLU11B,10,FII LOURDES,CI      MB,R$,120.5,120.5,120.5,120.5,120.5,1,250,30125.0,1,BRNSLUCTF008
2007-01-29,12,TRNT11B,10,FII TORRE NO,CI      MB,R$,105.7,105.7,105.7,105.7,105.7,4,1000,105700.0,1,BRTRNTCTF013
2007-01-29,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1255.0,1255.0,1255.0,1255.0,1255.0,3,20,25100.0,1,BRALMICTF003
2007-01-29,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1451.01,1451.01,1451.01,1451.01,1451.01,1,15,21765.15,1,BRBBFICTF006
2007-01-29,12,FMAL11B,10,FII F MALL,CI      MB,R$,60.0,60.0,60.0,60.0,60.0,1,160,9600.0,1,BRFMALCTF009
2007-01-29,12,EURO11,10,FII EUROPAR,CI,R$,141.0,141.0,141.0,141.0,141.0,1,16,2256.0,1,BREUROCTF011
2007-01-29,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1680.01,1680.01,1680.01,1680.01,1680.01,1,8,13440.08,1,BRFAMBCTF018
2007-01-29,12,FFCI11,10,FII F CENTER,CI,R$,1.05,1.05,1.05,1.05,1.05,2,200,210.0,1,BRFFCICTF005
2007-01-30,12,NSLU11B,10,FII LOURDES,CI      MB,R$,122.01,122.01,122.01,122.01,122.01,3,1156,141043.56,1,BRNSLUCTF008
2007-01-30,12,TRNT11B,10,FII TORRE NO,CI      MB,R$,110.0,110.0,110.0,110.0,110.0,1,1,110.0,1,BRTRNTCTF013
2007-01-30,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1256.5,1256.5,1256.5,1256.5,1256.5,9,200,251300.0,1,BRALMICTF003
2007-01-30,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1467.13,1467.13,1467.13,1467.13,1467.13,1,2,2934.26,1,BRBBFICTF006
2007-01-30,12,FMAL11B,10,FII F MALL,CI      MB,R$,55.0,55.0,55.0,55.0,55.0,1,40,2200.0,1,BRFMALCTF009
2007-01-30,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1699.0,1699.0,1699.0,1699.0,1699.0,2,28,47572.0,1,BRFAMBCTF018
2007-01-30,12,EURO11,10,FII EUROPAR,CI,R$,145.0,145.0,145.0,145.0,145.0,3,32,4640.0,1,BREUROCTF011
2007-01-31,12,NSLU11B,10,FII LOURDES,CI      MB,R$,125.07,125.07,125.07,125.07,125.07,7,200,25014.0,1,BRNSLUCTF008
2007-01-31,12,SHPH11B,10,FII HIGIENOP,CI      MB,R$,300.01,300.01,300.01,300.01,300.01,4,100,30001.0,1,BRSHPHCTF008
2007-01-31,12,ALMI11B,10,FII TORRE AL,CI      MB,R$,1280.06,1280.06,1280.06,1280.06,1280.06,5,26,33281.56,1,BRALMICTF003
2007-01-31,12,BBFI11B,10,FII BB PROGR,CI      MB,R$,1480.0,1480.0,1480.0,1480.0,1480.0,1,7,10360.0,1,BRBBFICTF006
2007-01-31,12,FAMB11B,10,FII ALMIRANT,CI      MB,R$,1698.98,1698.98,1698.98,1698.98,1698.98,1,7,11892.86,1,BRFAMBCTF018
2007-01-31,12,EURO11,10,FII EUROPAR,CI,R$,145.0,150.0,145.0,149.08,150.0,2,98,14610.0,1,BREUROCTF011
2007-02-01,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1281.0,1281.0,1281.0,1281.0,1281.0,2,25,32025.0,1,BRALMICTF003
2007-02-01,12,EURO11,10,FII EUROPAR,CI  ER,R$,159.99,159.99,159.99,159.99,159.99,2,25,3999.9,1,BREUROCTF011
2007-02-01,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1703.0,1703.0,1703.0,1703.0,1703.0,5,38,64714.0,1,BRFAMBCTF018
2007-02-01,12,FFCI11,10,FII F CENTER,CI,R$,0.93,0.93,0.93,0.93,0.93,1,20000,18600.0,1,BRFFCICTF005
2007-02-01,12,FLMA11,10,FII S F LIMA,CI,R$,0.51,0.51,0.51,0.51,0.51,1,40000,20400.0,1,BRFLMACTF009
2007-02-02,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,127.0,127.0,127.0,127.0,127.0,2,100,12700.0,1,BRNSLUCTF008
2007-02-02,12,TRNT11B,10,FII TORRE NO,CI      MB,R$,115.0,115.0,115.0,115.0,115.0,1,5,575.0,1,BRTRNTCTF013
2007-02-02,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1300.0,1300.0,1300.0,1300.0,1300.0,2,23,29900.0,1,BRALMICTF003
2007-02-02,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1468.29,1468.29,1468.29,1468.29,1468.29,2,5,7341.45,1,BRBBFICTF006
2007-02-02,12,EURO11,10,FII EUROPAR,CI  ER,R$,155.0,155.0,148.0,149.07,149.0,5,54,8050.0,1,BREUROCTF011
2007-02-02,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1710.05,1710.05,1710.05,1710.05,1710.05,3,11,18810.55,1,BRFAMBCTF018
2007-02-02,12,FLMA11,10,FII S F LIMA,CI,R$,0.51,0.51,0.51,0.51,0.51,4,65409,33358.59,1,BRFLMACTF009
2007-02-02,12,FMAL11B,10,FII F MALL,CI      MB,R$,60.0,60.0,60.0,60.0,60.0,2,400,24000.0,1,BRFMALCTF009
2007-02-05,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,129.0,129.0,129.0,129.0,129.0,5,3334,430086.0,1,BRNSLUCTF008
2007-02-05,12,ALMI11B,10,FII TORRE AL,CI  ER  MB,R$,1265.02,1265.02,1265.02,1265.02,1265.02,7,100,126502.0,1,BRALMICTF003
2007-02-05,12,BBFI11B,10,FII BB PROGR,CI  ER  MB,R$,1490.0,1490.0,1490.0,1490.0,1490.0,3,21,31290.0,1,BRBBFICTF006
2007-02-05,12,FLMA11,10,FII S F LIMA,CI,R$,0.49,0.49,0.48,0.48,0.49,4,29602,14444.98,1,BRFLMACTF009
2007-02-05,12,FMAL11B,10,FII F MALL,CI      MB,R$,58.0,58.0,58.0,58.0,58.0,1,100,5800.0,1,BRFMALCTF009
2007-02-05,12,FAMB11B,10,FII ALMIRANT,CI  ER  MB,R$,1710.0,1710.0,1710.0,1710.0,1710.0,2,120,205200.0,1,BRFAMBCTF018
2007-02-05,12,EURO11,10,FII EUROPAR,CI  ER,R$,145.0,145.0,145.0,145.0,145.0,1,30,4350.0,1,BREUROCTF011
2007-02-06,12,NSLU11B,10,FII LOURDES,CI  ER  MB,R$,129.0,129.0,129.0,129.0,129.0,10,4089,527481.0,1,BRNSLUCTF008
2007-02-06,12,FLMA11,10,FII S F LIMA,CI,R$,0.49,0.49,0.49,0.49,0.49,1,19165,9390.85,1,BRFLMACTF009
