DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,TOTNEG,QUATOT,VOLTOT,FATCOT,CODISI
2003-01-17,12,EURO11,10,FDO EUROPAR,CI,R$,100.0,100.0,100.0,100.0,100.0,1,200,20000.0,1,BREUROCTF011
2003-01-20,12,EURO11,10,FDO EUROPAR,CI,R$,100.0,100.0,100.0,100.0,100.0,1,100,10000.0,1,BREUROCTF011
2003-01-21,12,EURO11,10,FDO EUROPAR,CI,R$,100.0,100.0,100.0,100.0,100.0,3,102,10200.0,1,BREUROCTF011
2003-01-22,12,EURO11,10,FDO EUROPAR,CI,R$,100.0,100.0,100.0,100.0,100.0,1,50,5000.0,1,BREUROCTF011
2003-01-31,12,PABY11,10,FDO PANAMBY,CI  EAR,R$,179.0,179.0,179.0,179.0,179.0,1,6,1074.0,1,BRPABYCTF012
2003-02-03,12,EURO11,10,FDO EUROPAR,CI,R$,100.0,100.0,100.0,100.0,100.0,1,50,5000.0,1,BREUROCTF011
2003-02-06,12,EURO11,10,FDO EUROPAR,CI,R$,100.0,100.0,100.0,100.0,100.0,1,100,10000.0,1,BREUROCTF011
2003-04-28,12,EURO11,10,FDO EUROPAR,CI,R$,90.0,90.0,90.0,90.0,90.0,2,200,18000.0,1,BREUROCTF011
2003-06-10,12,EURO11,10,FDO EUROPAR,CI  ER,R$,90.0,90.0,90.0,90.0,90.0,1,100,9000.0,1,BREUROCTF011
2003-06-30,12,FSIG11,10,FDO SIGMA,CI,R$,172.31,172.31,172.31,172.31,172.31,1,53895,9286647.45,1,BRFSIGCTF017
2003-09-05,12,EURO11,10,FDO EUROPAR,CI  ER,R$,98.5,98.5,98.5,98.5,98.5,1,10,985.0,1,BREUROCTF011
2003-09-19,12,FSIG11,10,FDO SIGMA,CI,R$,172.8,172.8,172.8,172.8,172.8,1,58850,10169280.0,1,BRFSIGCTF017
2003-09-30,12,EURO11,10,FDO EUROPAR,CI,R$,98.5,98.5,98.5,98.5,98.5,2,151,14873.5,1,BREUROCTF011
2003-10-22,12,EURO11,10,FDO EUROPAR,CI,R$,95.0,95.0,94.8,94.94,94.8,3,30,2848.2,1,BREUROCTF011
2003-10-27,12,EURO11,10,FDO EUROPAR,CI,R$,92.5,92.5,92.5,92.5,92.5,2,134,12395.0,1,BREUROCTF011
2003-10-28,12,EURO11,10,FDO EUROPAR,CI  ER,R$,92.35,92.35,92.35,92.35,92.35,1,270,24934.5,1,BREUROCTF011
2003-10-29,12,PABY11,10,FDO PANAMBY,CI  EAR,R$,165.0,165.0,165.0,165.0,165.0,1,100,16500.0,1,BRPABYCTF012
2003-10-31,12,EURO11,10,FDO EUROPAR,CI  ER,R$,92.35,92.35,92.35,92.35,92.35,1,9,831.15,1,BREUROCTF011
2003-11-10,12,EURO11,10,FDO EUROPAR,CI  ER,R$,94.0,94.0,94.0,94.0,94.0,3,60,5640.0,1,BREUROCTF011
2003-11-13,12,EURO11,10,FDO EUROPAR,CI,R$,90.0,90.0,90.0,90.0,90.0,1,44,3960.0,1,BREUROCTF011
2003-11-21,12,EURO11,10,FDO EUROPAR,CI,R$,95.0,95.0,95.0,95.0,95.0,1,25,2375.0,1,BREUROCTF011
2003-12-11,12,EURO11,10,FDO EUROPAR,CI,R$,95.0,95.0,95.0,95.0,95.0,1,155,14725.0,1,BREUROCTF011
2003-12-19,12,EURO11,10,FDO EUROPAR,CI,R$,95.0,95.0,95.0,95.0,95.0,1,25,2375.0,1,BREUROCTF011
2003-12-22,12,FFCI11,10,FDO F CENTER,CI,R$,1.0,1.0,1.0,1.0,1.0,1,1000,1000.0,1,BRFFCICTF005
2003-12-22,12,EURO11,10,FDO EUROPAR,CI,R$,95.0,95.0,95.0,95.0,95.0,2,50,4750.0,1,BREUROCTF011
