DATAPREG,PREULT
2026-01-02,41.76
2026-01-05,41.15
2026-01-06,40.82
2026-01-07,41.07
2026-01-08,41.83
2026-01-09,42.68
2026-01-12,43.24
2026-01-13,42.8
2026-01-14,44.07
2026-01-15,43.78
2026-01-16,44.17
2026-01-19,44.93
2026-01-20,45.41
2026-01-21,46.88
2026-01-22,46.25
2026-01-23,48.52
2026-01-26,48.5
2026-01-27,49.01
2026-01-28,50.5
2026-01-29,51.51
2026-01-30,50.99
2026-02-02,50.88
2026-02-03,51.5
2026-02-04,50.25
2026-02-05,49.15
2026-02-06,50.63
2026-02-09,51.05
2026-02-10,51.47
2026-02-11,53.6
2026-02-12,52.23
2026-02-13,52.56
2026-02-18,53.78
2026-02-19,54.93
2026-02-20,55.02
2026-02-23,53.73
2026-02-24,54.68
2026-02-25,53.63
2026-02-26,52.34
2026-02-27,54.49
