DATAPREG,PREULT
2026-01-02,13.65
2026-01-05,13.71
2026-01-06,13.7
2026-01-07,13.7
2026-01-08,13.64
2026-01-09,13.9
2026-01-12,13.9
2026-01-13,13.91
2026-01-14,14.2
2026-01-15,14.04
2026-01-16,14.1
2026-01-19,14.09
2026-01-20,14.07
2026-01-21,14.31
2026-01-22,14.59
2026-01-23,14.9
2026-01-26,15.05
2026-01-27,14.87
2026-01-28,14.95
2026-01-29,14.76
2026-01-30,14.85
2026-02-02,15.06
2026-02-03,15.38
2026-02-04,15.3
2026-02-05,15.48
2026-02-06,15.42
2026-02-09,15.39
2026-02-10,15.66
2026-02-11,15.77
2026-02-12,16.52
2026-02-13,16.35
2026-02-18,16.13
2026-02-19,16.17
2026-02-20,16.03
2026-02-23,16.19
2026-02-24,16.58
2026-02-25,16.44
2026-02-26,16.41
2026-02-27,16.27
