DATAPREG,PREULT
2026-01-02,72.38
2026-01-05,73.12
2026-01-06,75.87
2026-01-07,76.32
2026-01-08,75.58
2026-01-09,74.72
2026-01-12,74.74
2026-01-13,75.35
2026-01-14,78.92
2026-01-15,78.85
2026-01-16,78.88
2026-01-19,78.57
2026-01-20,80.08
2026-01-21,82.5
2026-01-22,82.98
2026-01-23,85.02
2026-01-26,83.07
2026-01-27,84.9
2026-01-28,86.97
2026-01-29,87.41
2026-01-30,84.32
2026-02-02,84.82
2026-02-03,88.99
2026-02-04,89.43
2026-02-05,86.45
2026-02-06,85.63
2026-02-09,87.31
2026-02-10,87.05
2026-02-11,90.09
2026-02-12,89.23
2026-02-13,87.03
2026-02-18,83.92
2026-02-19,84.09
2026-02-20,86.81
2026-02-23,87.39
2026-02-24,87.73
2026-02-25,89.97
2026-02-26,89.21
2026-02-27,88.47
