DATAPREG,PREULT
2026-01-02,48.25
2026-01-05,48.08
2026-01-06,48.17
2026-01-07,47.7
2026-01-08,45.71
2026-01-09,46.1
2026-01-12,46.75
2026-01-13,46.4
2026-01-14,47.01
2026-01-15,46.44
2026-01-16,46.32
2026-01-19,46.22
2026-01-20,46.43
2026-01-21,47.59
2026-01-22,49.23
2026-01-23,49.87
2026-01-26,51.61
2026-01-27,52.7
2026-01-28,51.57
2026-01-29,52.07
2026-01-30,51.72
2026-02-02,51.95
2026-02-03,54.0
2026-02-04,51.4
2026-02-05,52.21
2026-02-06,51.85
2026-02-09,53.75
2026-02-10,52.4
2026-02-11,53.59
2026-02-12,54.03
2026-02-13,53.8
2026-02-18,53.39
2026-02-19,51.37
2026-02-20,51.99
2026-02-23,51.97
2026-02-24,51.41
2026-02-25,50.28
2026-02-26,49.38
2026-02-27,49.7
