DATAPREG,PREULT
2026-01-02,38.3
2026-01-05,38.6
2026-01-06,38.99
2026-01-07,38.25
2026-01-08,38.8
2026-01-09,38.89
2026-01-12,38.3
2026-01-13,37.33
2026-01-14,37.59
2026-01-15,37.75
2026-01-16,37.44
2026-01-19,37.47
2026-01-20,37.96
2026-01-21,39.09
2026-01-22,40.25
2026-01-23,40.91
2026-01-26,40.72
2026-01-27,41.5
2026-01-28,41.4
2026-01-29,40.82
2026-01-30,40.92
2026-02-02,40.95
2026-02-03,41.21
2026-02-04,40.26
2026-02-05,40.43
2026-02-06,40.89
2026-02-09,41.41
2026-02-10,41.38
2026-02-11,42.05
2026-02-12,41.37
2026-02-13,41.0
2026-02-18,40.85
2026-02-19,41.27
2026-02-20,41.71
2026-02-23,41.51
2026-02-24,42.36
2026-02-25,42.24
2026-02-26,42.9
2026-02-27,42.11
