DATAPREG,PREULT
2026-01-02,52.19
2026-01-05,53.6
2026-01-06,54.31
2026-01-07,53.25
2026-01-08,54.4
2026-01-09,54.72
2026-01-12,54.07
2026-01-13,53.39
2026-01-14,54.5
2026-01-15,55.08
2026-01-16,54.4
2026-01-19,54.82
2026-01-20,55.1
2026-01-21,57.73
2026-01-22,58.31
2026-01-23,59.09
2026-01-26,60.23
2026-01-27,61.7
2026-01-28,62.22
2026-01-29,60.97
2026-01-30,59.95
2026-02-02,61.12
2026-02-03,61.22
2026-02-04,58.2
2026-02-05,58.98
2026-02-06,60.27
2026-02-09,60.2
2026-02-10,58.94
2026-02-11,59.04
2026-02-12,58.5
2026-02-13,59.59
2026-02-18,60.32
2026-02-19,61.85
2026-02-20,62.18
2026-02-23,60.61
2026-02-24,61.15
2026-02-25,61.8
2026-02-26,62.04
2026-02-27,61.26
