DATAPREG,PREULT
2025-09-01,76.54
2025-09-02,78.2
2025-09-03,77.52
2025-09-04,79.61
2025-09-05,82.04
2025-09-08,80.98
2025-09-09,81.49
2025-09-10,80.19
2025-09-11,79.3
2025-09-12,76.72
2025-09-15,75.88
2025-09-16,75.85
2025-09-17,75.39
2025-09-18,76.16
2025-09-19,76.75
2025-09-22,80.3
2025-09-23,79.65
2025-09-24,80.1
2025-09-25,80.0
2025-09-26,80.8
2025-09-29,79.03
2025-09-30,80.29
2025-10-01,80.39
2025-10-02,75.71
2025-10-03,76.7
2025-10-06,77.91
2025-10-07,77.03
2025-10-08,77.74
2025-10-09,77.37
2025-10-10,77.2
2025-10-13,78.8
2025-10-14,82.65
2025-10-15,80.63
2025-10-16,80.7
2025-10-17,80.61
2025-10-20,81.49
2025-10-21,85.66
2025-10-22,84.74
2025-10-23,85.99
2025-10-24,86.38
2025-10-27,86.68
2025-10-28,89.37
2025-10-29,88.01
2025-10-30,87.89
2025-10-31,86.99
2025-11-03,87.27
2025-11-04,84.13
2025-11-05,87.21
2025-11-06,85.24
2025-11-07,86.3
2025-11-10,86.5
2025-11-11,86.86
2025-11-12,84.4
2025-11-13,83.48
2025-11-14,83.3
2025-11-17,84.09
2025-11-18,84.4
2025-11-19,86.4
2025-11-21,82.65
2025-11-24,82.52
2025-11-25,82.25
2025-11-26,83.21
2025-11-27,83.44
2025-11-28,84.04
2025-12-01,82.67
2025-12-02,84.73
2025-12-03,86.46
2025-12-04,84.79
2025-12-05,84.37
2025-12-08,86.14
2025-12-09,88.72
2025-12-10,89.35
2025-12-11,87.07
2025-12-12,87.56
2025-12-15,87.63
2025-12-16,87.98
2025-12-17,85.7
2025-12-18,86.8
2025-12-19,88.02
2025-12-22,89.5
2025-12-23,89.9
2025-12-26,89.2
2025-12-29,89.9
2025-12-30,88.6
