DATAPREG,PREULT
2026-01-02,43.44
2026-01-05,43.74
2026-01-06,44.32
2026-01-07,43.96
2026-01-08,43.57
2026-01-09,43.21
2026-01-12,42.9
2026-01-13,41.87
2026-01-14,41.92
2026-01-15,41.98
2026-01-16,40.7
2026-01-19,40.81
2026-01-20,40.73
2026-01-21,42.62
2026-01-22,43.88
2026-01-23,44.75
2026-01-26,45.69
2026-01-27,47.7
2026-01-28,48.98
2026-01-29,48.13
2026-01-30,48.39
2026-02-02,49.57
2026-02-03,50.65
2026-02-04,50.06
2026-02-05,50.07
2026-02-06,51.0
2026-02-09,50.58
2026-02-10,50.49
2026-02-11,51.12
2026-02-12,51.6
2026-02-13,51.44
2026-02-18,51.3
2026-02-19,52.43
2026-02-20,52.83
2026-02-23,51.3
2026-02-24,52.05
2026-02-25,50.79
2026-02-26,50.45
2026-02-27,50.76
