DATAPREG,PREULT
2025-09-01,31.17
2025-09-02,31.33
2025-09-03,31.06
2025-09-04,31.06
2025-09-05,30.59
2025-09-08,30.71
2025-09-09,30.95
2025-09-10,31.51
2025-09-11,31.39
2025-09-12,31.18
2025-09-15,31.45
2025-09-16,31.53
2025-09-17,31.72
2025-09-18,31.41
2025-09-19,31.06
2025-09-22,31.37
2025-09-23,31.9
2025-09-24,32.62
2025-09-25,32.36
2025-09-26,32.25
2025-09-29,31.81
2025-09-30,31.46
2025-10-01,31.38
2025-10-02,31.08
2025-10-03,31.0
2025-10-06,30.72
2025-10-07,30.83
2025-10-08,30.65
2025-10-09,30.21
2025-10-10,29.94
2025-10-13,30.23
2025-10-14,30.02
2025-10-15,29.75
2025-10-16,29.45
2025-10-17,29.73
2025-10-20,29.75
2025-10-21,29.51
2025-10-22,29.85
2025-10-23,30.19
2025-10-24,29.84
2025-10-27,30.0
2025-10-28,29.99
2025-10-29,30.02
2025-10-30,29.89
2025-10-31,29.75
2025-11-03,30.1
2025-11-04,30.25
2025-11-05,30.85
2025-11-06,31.01
2025-11-07,32.18
2025-11-10,32.36
2025-11-11,33.2
2025-11-12,32.35
2025-11-13,32.49
2025-11-14,32.7
2025-11-17,32.88
2025-11-18,32.99
2025-11-19,32.82
2025-11-21,32.57
2025-11-24,32.54
2025-11-25,32.28
2025-11-26,32.23
2025-11-27,32.4
2025-11-28,31.79
2025-12-01,31.85
2025-12-02,32.07
2025-12-03,32.31
2025-12-04,32.52
2025-12-05,31.37
2025-12-08,31.66
2025-12-09,31.86
2025-12-10,31.94
2025-12-11,31.26
2025-12-12,31.59
2025-12-15,31.7
2025-12-16,30.74
2025-12-17,31.08
2025-12-18,30.9
2025-12-19,31.01
2025-12-22,31.1
2025-12-23,30.31
2025-12-26,30.41
2025-12-29,30.73
2025-12-30,30.82
