DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2008-01-02,62,MILK11T,30,LAEP,DR3,30,R$,7.76,7.77,7.76,7.76,7.77,0.0,0.0,2,25500,197957.9,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2008-01-02,96,MILK11F,20,LAEP,DR3,0,R$,7.65,7.7,7.6,7.68,7.6,7.2,7.55,3,100,768.15,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2008-01-02,02,MILK11,10,LAEP,DR3,0,R$,8.2,8.2,7.55,7.62,7.69,7.55,7.69,21,572700,4365101.0,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2008-01-02,96,WSON11F,20,WILSON SONS,DR3,0,R$,25.2,25.5,25.0,25.34,25.4,23.01,25.99,14,311,7880.88,0.0,0,9999-12-31,1,0.0,BRWSONBDR009,100
2008-01-02,02,WSON11,10,WILSON SONS,DR3,0,R$,25.4,25.99,25.3,25.51,25.99,25.5,25.99,57,104400,2664140.0,0.0,0,9999-12-31,1,0.0,BRWSONBDR009,100
2008-01-02,96,TARP11F,20,TARPON,DR3,0,R$,20.2,20.24,20.2,20.2,20.2,20.2,20.6,4,90,1818.56,0.0,0,9999-12-31,1,0.0,BRTARPBDR001,100
2008-01-02,02,TARP11,10,TARPON,DR3,0,R$,20.02,20.02,19.5,19.99,20.0,20.0,20.3,16,191300,3825972.0,0.0,0,9999-12-31,1,0.0,BRTARPBDR001,100
2008-01-02,96,TEFC11F,20,TELEFONICA,DR3,0,R$,55.0,55.0,55.0,55.0,55.0,50.08,0.0,1,18,990.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,118
2008-01-02,96,BPAT11F,20,PATAGONIA,DR3,0,R$,40.0,40.0,40.0,40.0,40.0,35.0,40.0,1,1,40.0,0.0,0,9999-12-31,1,0.0,BRBPATBDR005,100
2008-01-02,02,BPAT11,10,PATAGONIA,DR3,0,R$,40.0,40.0,39.0,39.43,39.5,39.5,0.0,12,38100,1502650.0,0.0,0,9999-12-31,1,0.0,BRBPATBDR005,100
2008-01-02,96,AGEN11F,20,AGRENCO,DR3,0,R$,9.62,9.62,9.62,9.62,9.62,9.0,9.4,1,81,779.22,0.0,0,9999-12-31,1,0.0,BRAGENBDR001,100
2008-01-02,02,AGEN11,10,AGRENCO,DR3,0,R$,9.62,9.62,9.53,9.61,9.6,9.53,9.6,7,89600,861310.0,0.0,0,9999-12-31,1,0.0,BRAGENBDR001,100
2008-01-02,96,GPIV11F,20,GP INVEST,DR3,0,R$,79.0,79.0,79.0,79.0,79.0,77.75,84.0,1,7,553.0,0.0,0,9999-12-31,1,0.0,BRGPIVBDR003,101
2008-01-02,02,GPIV11,10,GP INVEST,DR3,0,R$,79.01,79.01,77.0,78.36,78.49,78.0,78.5,11,1300,101870.0,0.0,0,9999-12-31,1,0.0,BRGPIVBDR003,101
2008-01-02,96,CZLT11F,20,COSAN LTD,DR3,0,R$,20.5,21.95,20.5,21.34,21.95,18.35,21.04,10,200,4269.0,0.0,0,9999-12-31,1,0.0,BRCZLTBDR009,100
2008-01-02,02,CZLT11,10,COSAN LTD,DR3,0,R$,21.1,21.95,20.3,21.64,21.5,20.37,21.95,65,51800,1120990.0,0.0,0,9999-12-31,1,0.0,BRCZLTBDR009,100
2008-01-02,62,DUFB11T,30,DUFRYBRAS,DR3,60,R$,46.23,46.24,46.23,46.23,46.24,0.0,0.0,2,600,27739.53,0.0,0,9999-12-31,1,0.0,BRDUFBBDR008,100
2008-01-02,96,DUFB11F,20,DUFRYBRAS,DR3,0,R$,45.45,48.0,45.2,45.73,45.2,25.0,45.19,14,450,20550.31,0.0,0,9999-12-31,1,0.0,BRDUFBBDR008,100
2008-01-02,02,DUFB11,10,DUFRYBRAS,DR3,0,R$,45.6,46.78,45.1,45.72,45.9,45.4,45.9,177,178300,8152172.0,0.0,0,9999-12-31,1,0.0,BRDUFBBDR008,100
2008-01-03,96,MILK11F,20,LAEP,DR3,0,R$,7.55,7.79,7.55,7.62,7.79,7.0,7.79,5,152,1159.1,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2008-01-03,02,MILK11,10,LAEP,DR3,0,R$,7.7,7.7,7.51,7.62,7.63,7.51,7.63,35,164000,1251119.0,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2008-01-03,96,WSON11F,20,WILSON SONS,DR3,0,R$,25.0,25.74,25.0,25.51,25.74,25.25,27.69,2,128,3265.86,0.0,0,9999-12-31,1,0.0,BRWSONBDR009,100
