DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2004-01-02,96,TEFC11F,20,TELEFONICA,BDR,0,R$,42.5,42.5,42.2,42.47,42.5,41.5,0.0,4,70,2972.9,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-02,14,TEFC11,10,TELEFONICA,BDR,0,R$,42.75,42.75,42.75,42.75,42.75,42.01,43.5,2,1200,51300.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-05,96,TEFC11F,20,TELEFONICA,BDR,0,R$,42.75,43.4,42.75,43.12,43.4,43.01,0.0,5,187,8065.17,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-05,14,TEFC11,10,TELEFONICA,BDR,0,R$,42.85,44.0,42.85,43.6,44.0,43.0,45.0,8,3000,130824.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-06,14,TEFC11,10,TELEFONICA,BDR,0,R$,43.9,44.0,43.9,43.96,44.0,44.01,44.8,3,300,13190.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-06,96,TEFC11F,20,TELEFONICA,BDR,0,R$,44.0,44.05,44.0,44.0,44.01,44.01,44.8,5,270,11881.94,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-07,14,TEFC11,10,TELEFONICA,BDR,0,R$,44.0,45.0,44.0,44.91,45.0,44.5,45.29,5,4700,211105.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-07,96,TEFC11F,20,TELEFONICA,BDR,0,R$,43.91,45.0,43.91,44.02,45.0,44.51,45.0,4,59,2597.55,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-08,14,TEFC11,10,TELEFONICA,BDR,0,R$,45.0,47.0,45.0,46.3,47.0,45.71,47.0,4,1300,60199.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-08,96,TEFC11F,20,TELEFONICA,BDR,0,R$,45.0,45.99,42.61,44.77,45.99,45.81,52.0,4,184,8238.58,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-09,96,TEFC11F,20,TELEFONICA,BDR,0,R$,45.5,45.5,45.5,45.5,45.5,45.3,48.0,1,84,3822.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-09,14,TEFC11,10,TELEFONICA,BDR,0,R$,45.7,45.7,45.5,45.6,45.5,45.1,47.0,2,200,9120.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-12,14,TEFC11,10,TELEFONICA,BDR,0,R$,44.21,44.21,44.21,44.21,44.21,44.0,44.9,1,200,8842.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-12,96,TEFC11F,20,TELEFONICA,BDR,0,R$,43.85,43.85,43.85,43.85,43.85,43.55,45.0,1,90,3946.5,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-13,14,TEFC11,10,TELEFONICA,BDR,0,R$,44.2,45.0,44.2,44.73,44.36,44.1,44.89,6,1600,71576.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-13,96,TEFC11F,20,TELEFONICA,BDR,0,R$,44.2,44.34,43.55,44.18,44.34,44.31,48.0,4,151,6672.22,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-14,96,TEFC11F,20,TELEFONICA,BDR,0,R$,44.81,44.9,44.8,44.84,44.9,44.92,48.0,4,127,5695.7,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-14,14,TEFC11,10,TELEFONICA,BDR,0,R$,44.75,45.1,44.75,45.01,45.0,44.51,45.49,9,3600,162042.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-15,14,TEFC11,10,TELEFONICA,BDR,0,R$,44.5,44.5,44.5,44.5,44.5,44.4,45.0,2,300,13350.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-15,96,TEFC11F,20,TELEFONICA,BDR,0,R$,44.5,44.5,44.5,44.5,44.5,44.5,48.0,1,9,400.5,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-16,96,TEFC11F,20,TELEFONICA,BDR,0,R$,44.01,44.01,44.01,44.01,44.01,43.7,48.0,1,26,1144.26,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-16,14,TEFC11,10,TELEFONICA,BDR,0,R$,44.1,44.1,43.6,43.9,43.6,43.6,44.99,3,300,13170.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-19,14,TEFC11,10,TELEFONICA,BDR,0,R$,43.9,44.0,43.0,43.94,43.0,43.0,44.0,4,2100,92290.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-19,96,TEFC11F,20,TELEFONICA,BDR,0,R$,43.71,44.0,43.71,43.82,43.71,43.71,48.0,5,137,6003.93,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-20,96,TEFC11F,20,TELEFONICA,BDR,0,R$,43.71,44.55,43.71,43.93,44.55,44.7,48.0,4,157,6897.26,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-20,14,TEFC11,10,TELEFONICA,BDR,0,R$,43.5,45.37,43.5,44.61,45.37,44.76,45.34,9,2100,93692.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-21,14,TEFC11,10,TELEFONICA,BDR,0,R$,45.0,45.4,45.0,45.28,45.4,44.04,45.48,3,1500,67920.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-21,96,TEFC11F,20,TELEFONICA,BDR,0,R$,44.81,44.81,44.81,44.81,44.81,44.9,45.3,1,29,1299.49,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-22,14,TEFC11,10,TELEFONICA,BDR,0,R$,45.4,46.5,45.4,46.31,46.4,44.04,47.0,15,10700,495560.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-22,96,TEFC11F,20,TELEFONICA,BDR,0,R$,45.45,46.11,45.45,46.03,46.11,46.11,46.5,4,186,8561.94,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-23,14,TEFC11,10,TELEFONICA,BDR,0,R$,46.4,46.8,46.4,46.6,46.5,46.5,47.0,7,1500,69910.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-23,96,TEFC11F,20,TELEFONICA,BDR,0,R$,46.0,46.6,46.0,46.31,46.5,46.5,47.0,5,155,7178.92,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-26,14,TEFC11,10,TELEFONICA,BDR,0,R$,46.5,46.5,46.0,46.43,46.0,45.8,46.38,10,11900,552550.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-26,96,TEFC11F,20,TELEFONICA,BDR,0,R$,46.5,46.5,46.0,46.38,46.0,46.0,46.99,4,128,5937.5,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-27,96,TEFC11F,20,TELEFONICA,BDR,0,R$,46.5,47.8,46.0,46.51,47.8,44.12,48.0,10,351,16328.4,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-27,14,TEFC11,10,TELEFONICA,BDR,0,R$,46.5,46.9,46.5,46.8,46.5,46.5,46.9,11,5300,248090.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-28,96,TEFC11F,20,TELEFONICA,BDR,0,R$,46.6,47.02,46.6,46.92,47.02,47.02,48.0,3,141,6615.98,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-28,14,TEFC11,10,TELEFONICA,BDR,0,R$,46.8,47.5,46.8,47.18,47.5,46.61,47.5,9,2600,122690.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-29,96,TEFC11F,20,TELEFONICA,BDR,0,R$,47.0,47.0,46.0,46.67,46.0,45.5,47.5,6,253,11809.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-29,14,TEFC11,10,TELEFONICA,BDR,0,R$,47.0,47.0,46.0,46.95,46.0,45.51,47.47,6,2200,103300.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-30,14,TEFC11,10,TELEFONICA,BDR,0,R$,44.6,44.61,44.5,44.55,44.5,44.5,45.69,8,2100,93571.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-01-30,96,TEFC11F,20,TELEFONICA,BDR,0,R$,45.65,45.65,44.21,44.6,44.21,44.21,46.0,8,264,11777.02,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
2004-02-02,96,TEFC11F,20,TELEFONICA,BDR,0,R$,44.5,45.5,44.5,44.79,45.5,45.71,52.0,3,144,6451.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,109
