DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2010-01-04,62,MILK11T,30,LAEP,DR3,60,R$,1.45,1.46,1.42,1.43,1.44,0.0,0.0,6,30000,43030.76,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2010-01-04,62,MILK11T,30,LAEP,DR3,30,R$,1.43,1.44,1.4,1.41,1.41,0.0,0.0,6,30000,42408.75,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2010-01-04,62,MILK11T,30,LAEP,DR3,16,R$,1.41,1.42,1.37,1.4,1.38,0.0,0.0,8,302900,426881.41,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2010-01-04,96,MILK11F,20,LAEP,DR3,0,R$,1.39,1.44,1.35,1.39,1.35,1.35,1.4,44,1279,1788.39,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2010-01-04,02,MILK11,10,LAEP,DR3,0,R$,1.44,1.48,1.34,1.4,1.36,1.35,1.36,4757,38217100,53601626.0,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2010-01-04,62,MILK11T,30,LAEP,DR3,91,R$,1.42,1.46,1.42,1.43,1.46,0.0,0.0,4,6200,8876.06,0.0,0,9999-12-31,1,0.0,BRMILKBDR003,100
2010-01-04,02,WSON11,10,WILSON SONS,DR3,0,R$,21.47,21.5,21.08,21.48,21.45,21.3,21.45,38,138700,2980335.0,0.0,0,9999-12-31,1,0.0,BRWSONBDR009,102
2010-01-04,96,WSON11F,20,WILSON SONS,DR3,0,R$,21.5,21.5,21.0,21.25,21.0,21.2,29.99,2,64,1360.0,0.0,0,9999-12-31,1,0.0,BRWSONBDR009,102
2010-01-04,62,WSON11T,30,WILSON SONS,DR3,16,R$,21.59,21.6,21.59,21.59,21.6,0.0,0.0,2,3600,77748.3,0.0,0,9999-12-31,1,0.0,BRWSONBDR009,102
2010-01-04,02,TEFC11,10,TELEFONICA,DR3,0,R$,48.0,48.0,48.0,48.0,48.0,47.08,48.99,2,300,14400.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,122
2010-01-04,02,TARP11,10,TIG LTD,DR3,0,R$,11.62,11.84,11.55,11.59,11.84,11.56,12.0,10,15900,184351.0,0.0,0,9999-12-31,1,0.0,BRTARPBDR001,107
2010-01-04,62,AGEN11T,30,AGRENCO,DR3,91,R$,2.82,2.85,2.82,2.83,2.85,0.0,0.0,4,15000,42470.51,0.0,0,9999-12-31,1,0.0,BRAGENBDR001,100
2010-01-04,96,AGEN11F,20,AGRENCO,DR3,0,R$,2.86,2.86,2.77,2.79,2.77,2.77,2.78,29,1011,2829.8,0.0,0,9999-12-31,1,0.0,BRAGENBDR001,100
2010-01-04,02,AGEN11,10,AGRENCO,DR3,0,R$,2.9,2.91,2.75,2.8,2.79,2.78,2.79,1536,4546300,12736907.0,0.0,0,9999-12-31,1,0.0,BRAGENBDR001,100
2010-01-04,02,GPIV11,10,GP INVEST,DR3,0,R$,10.28,10.28,9.82,10.13,10.2,10.2,10.23,1308,658000,6667471.0,0.0,0,9999-12-31,1,0.0,BRGPIVBDR003,103
2010-01-04,96,GPIV11F,20,GP INVEST,DR3,0,R$,10.2,10.2,10.02,10.12,10.2,9.76,10.14,13,241,2440.98,0.0,0,9999-12-31,1,0.0,BRGPIVBDR003,103
2010-01-04,62,GPIV11T,30,GP INVEST,DR3,30,R$,10.27,10.28,10.21,10.22,10.22,0.0,0.0,4,8000,81808.68,0.0,0,9999-12-31,1,0.0,BRGPIVBDR003,103
2010-01-04,02,DUFB11,10,DUFRYBRAS,DR3,0,R$,36.29,36.7,35.73,36.17,36.0,35.98,36.0,283,198400,7177135.0,0.0,0,9999-12-31,1,0.0,BRDUFBBDR008,102
