DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2026-01-02,78,JBSSB810,70,JBSS,DR2,0,R$,2.07,2.07,2.07,2.07,2.07,0.0,0.0,1,240,496.8,81.0,0,2026-02-20,1,0.0,BRJBSSBDR002,100
2026-01-02,78,JBSSB780,70,JBSS,DR2,0,R$,3.39,3.5,3.25,3.26,3.5,0.0,0.0,4,2020,6588.8,78.0,0,2026-02-20,1,0.0,BRJBSSBDR002,100
2026-01-02,78,JBSSB360,70,JBSS,DR2,0,R$,41.94,41.94,41.94,41.94,41.94,0.0,0.0,1,10,419.4,36.0,0,2026-02-20,1,0.0,BRJBSSBDR002,101
2026-01-02,78,JBSSB825,70,JBSSE,DR2,0,R$,1.5,1.5,1.5,1.5,1.5,0.0,0.0,1,10,15.0,82.5,0,2026-02-20,1,0.0,BRJBSSBDR002,100
2026-01-02,78,JBSSB865,70,JBSSE,DR2,0,R$,0.67,0.67,0.67,0.67,0.67,0.0,0.0,1,10,6.7,86.5,0,2026-02-20,1,0.0,BRJBSSBDR002,100
2026-01-02,78,JBSSC800,70,JBSS,DR2,0,R$,3.6,3.6,3.6,3.6,3.6,0.0,10.0,1,100,360.0,80.0,0,2026-03-20,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSM730,80,JBSSE,DR2,0,R$,0.25,0.35,0.23,0.27,0.35,0.2,0.35,5,50,13.8,73.0,0,2026-01-16,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSM740,80,JBSSE,DR2,0,R$,0.55,0.55,0.49,0.52,0.49,0.3,0.71,2,20,10.4,74.0,0,2026-01-16,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSM750,80,JBSSE,DR2,0,R$,0.74,0.74,0.74,0.74,0.74,0.55,0.71,1,150,111.0,75.0,0,2026-01-16,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSM760,80,JBSSE,DR2,0,R$,1.0,1.05,0.95,1.0,1.0,0.55,1.15,4,1100,1107.5,76.0,0,2026-01-16,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSM765,80,JBSSE,DR2,0,R$,0.77,1.36,0.77,0.96,1.36,0.9,1.4,13,220,211.4,76.5,0,2026-01-16,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSM770,80,JBSSE,DR2,0,R$,1.0,1.45,1.0,1.3,1.34,1.0,0.0,4,1900,2480.0,77.0,0,2026-01-16,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSM780,80,JBSSE,DR2,0,R$,1.38,1.5,1.38,1.48,1.5,1.3,0.0,3,350,519.0,78.0,0,2026-01-16,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSN700,80,JBSSE,DR2,0,R$,0.55,0.55,0.4,0.45,0.4,0.0,0.0,17,50000,22600.1,70.0,0,2026-02-20,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSN720,80,JBSSE,DR2,0,R$,0.8,0.8,0.8,0.8,0.8,0.0,0.9,1,250,200.0,72.0,0,2026-02-20,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSN740,80,JBSSE,DR2,0,R$,1.1,1.1,1.1,1.1,1.1,0.0,1.3,1,250,275.0,74.0,0,2026-02-20,1,0.0,BRJBSSBDR002,100
2026-01-02,82,JBSSN760,80,JBSSE,DR2,0,R$,1.7,1.95,1.7,1.82,1.95,1.0,2.2,2,500,912.5,76.0,0,2026-02-20,1,0.0,BRJBSSBDR002,100
