DATAPREG,CODBDI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
2003-01-02,96,TEFC11F,20,TELEFONICA,BDR,0,R$,32.0,32.1,32.0,32.03,32.1,29.0,34.0,3,100,3203.6,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-02,14,TEFC11,10,TELEFONICA,BDR,0,R$,32.1,33.0,32.1,32.51,33.0,32.5,34.0,5,37100,1206178.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-03,96,TEFC11F,20,TELEFONICA,BDR,0,R$,33.0,33.0,31.61,31.73,31.61,31.61,34.0,3,29,920.25,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-03,14,TEFC11,10,TELEFONICA,BDR,0,R$,33.0,33.0,31.0,32.0,31.0,30.7,33.0,3,300,9600.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-06,96,TEFC11F,20,TELEFONICA,BDR,0,R$,30.8,34.0,30.76,31.64,31.8,31.8,33.98,11,217,6866.36,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-06,14,TEFC11,10,TELEFONICA,BDR,0,R$,30.05,32.0,29.8,31.03,32.0,32.0,33.0,6,700,21726.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-07,96,TEFC11F,20,TELEFONICA,BDR,0,R$,32.0,32.0,31.6,31.8,31.6,31.9,34.99,2,60,1908.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-07,14,TEFC11,10,TELEFONICA,BDR,0,R$,32.0,32.6,32.0,32.36,32.5,31.0,33.0,3,300,9710.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-08,14,TEFC11,10,TELEFONICA,BDR,0,R$,32.35,33.5,32.35,32.94,33.0,30.0,33.9,8,1000,32944.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-08,96,TEFC11F,20,TELEFONICA,BDR,0,R$,32.5,32.5,32.5,32.5,32.5,32.3,35.0,2,39,1267.5,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-09,14,TEFC11,10,TELEFONICA,BDR,0,R$,32.98,33.3,32.98,33.22,33.3,33.0,33.5,4,4200,139553.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-09,96,TEFC11F,20,TELEFONICA,BDR,0,R$,31.51,32.0,31.5,31.82,32.0,31.5,35.0,5,89,2832.83,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-09,62,TEFC11T,30,TEFC,BDR,60,R$,34.21,34.22,34.21,34.21,34.22,0.0,0.0,2,100,3421.02,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-10,96,TEFC11F,20,TELEFONICA,BDR,0,R$,33.0,33.3,33.0,33.06,33.3,32.0,35.0,3,89,2942.7,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-10,14,TEFC11,10,TELEFONICA,BDR,0,R$,33.2,34.1,33.2,33.9,34.1,28.8,34.79,3,1300,44070.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-13,96,TEFC11F,20,TELEFONICA,BDR,0,R$,34.0,35.0,34.0,34.77,35.0,33.2,35.0,6,149,5181.44,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-13,14,TEFC11,10,TELEFONICA,BDR,0,R$,34.9,34.9,34.5,34.83,34.5,34.5,35.0,4,600,20900.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-14,96,TEFC11F,20,TELEFONICA,BDR,0,R$,34.2,34.2,34.2,34.2,34.2,33.7,34.5,2,52,1778.4,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-14,14,TEFC11,10,TELEFONICA,BDR,0,R$,34.5,34.9,34.5,34.52,34.5,34.5,34.98,8,2200,75960.0,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
2003-01-15,96,TEFC11F,20,TELEFONICA,BDR,0,R$,31.1,34.3,31.1,33.14,34.0,34.0,34.8,7,122,4043.9,0.0,0,9999-12-31,1,0.0,BRTEFCBDR014,104
